"measured","predicted"
-4.60517018598809,-4.27794372292823
3.49029436005021,3.29324702180527
1.33565085557384,2.71015800668057
2.27530227872577,-4.34502225175485
4.10292927457399,-0.855388671321684
-0.513597796020626,-4.26157419361022
3.217779223821,1.50412520027664
2.75260920429937,3.34014149344871
3.64833085971646,2.55607425945073
0.69706449784399,1.03819461565081
-4.60517018598809,-4.24565770597389
3.92334269531084,3.0487357718054
3.25013027606279,3.24008689795374
3.8712593425399,3.0958090816057
5.12335665216026,3.29377435785841
4.10273592273667,1.1701027166072
-3.86524438687024,-1.98708510974463
-4.60517018598809,-4.28807140436337
-4.05339419194237,-3.55220415491716
5.5244763668227,2.99319062003152
3.22043860309394,3.65464216371746
-4.60517018598809,-4.27692342947726
0.54040966840739,-3.80212770389125
-4.60517018598809,-4.32774234685637
0.186512761412423,-3.16670258226333
2.05453134291931,1.86136501321939
1.03464960170621,0.686074247986087
5.42635431733425,3.13794122743178
3.43068174747642,3.75637552212067
3.6473280269557,3.99653734709933
4.86977041037151,3.63391926067314
4.17796240992125,1.05320125177581
3.97447560253807,2.45828241208381
4.7743220687334,2.36894678702509
0.354550689306615,-0.858018874052886
3.78252461217492,2.11102281161665
2.2889302890454,1.8724241632957
-3.0951990801746,2.98052648560279
1.46418321244774,1.81445615837568
5.24079418030437,2.79732890218086
-3.2431429030112,-4.36170522065834
-4.60517018598809,-4.2702280749116
-0.162821328156817,1.76540680302158
-4.60517018598809,-4.28092541231177
-4.60517018598809,-3.09693406992612
2.0780718540859,1.40388147896248
2.60730863130068,2.36480917745777
-4.06537758556021,-4.18042491410176
-4.60517018598809,-4.27599977123782
2.90772585622133,-1.76484041015539
2.4138223069846,3.2009137345241
-4.60517018598809,-4.43216602435206
3.09184667533965,2.98546285550269
5.83909394866202,2.94804995667211
1.9960626501284,2.41129642381022
-4.60517018598809,-4.2798999348963
3.32056561163656,2.71846817810083
2.00085142431931,2.76078789752345
-0.0581387765914509,-1.4165142486487
2.39088896768188,2.74728282286382
2.50240269740475,3.0722331724227
1.14977740817494,-0.690749555246045
1.34870930954258,2.41248726961096
2.53394281544262,3.34103905096049
1.91354337958977,2.36010895428679
0.766281464547447,1.09806478255982
0.878647014608958,-2.81436275088986
-0.455214332028411,-3.13942874809692
4.03408664399502,2.42254745736511
2.43100469263864,2.78086267394529
1.02942296931511,1.63740347499443
-3.72837316452758,-4.40543518316727
-4.60517018598809,-4.25570514326992
3.01625522958642,2.13157111050599
4.01876756285813,2.54030363565612
1.62768442765487,3.46356809358623
1.38716897853055,-1.8262299376893
4.28731477583986,2.13277807607828
2.56916354222133,-1.66866894212936
-2.15740308314955,-3.94759689004469
2.78455434775449,2.70281435582475
3.27793310139341,2.92892573616179
2.77910494546758,2.78979975517962
4.32256586656689,1.8373365048004
1.43550824503124,0.400040231871125
2.87472216148314,2.93585649333799
2.53310139863767,-0.999372865759885
3.81519487411815,3.60636125893792
-1.849041184787,-1.49995273246556
-4.60517018598809,-4.25546057867965
2.48193557384305,2.78124658421098
1.91504290546332,2.2649027636585
-4.60517018598809,-4.25674451301046
1.79919012671858,2.14911597642281
-1.2904933926811,-4.14009515504434
-4.60517018598809,-3.81999852989823
-4.60517018598809,-4.26869123137218
2.42357188004287,2.83350136489994
-4.60517018598809,-4.28213656567428
-4.60517018598809,-4.54556864009496
4.68250152892441,0.556613510767604
2.79332228862669,3.04481670757136
-4.60517018598809,-4.21571311941383
1.3356245565327,1.75421418054385
4.00914608638822,3.25439314690769
2.18770945176749,1.21370659503275
-2.96854132100088,-3.78940522036334
3.19807702155341,0.797036322881539
-4.60517018598809,-1.34343277104226
-4.60517018598809,-4.1569271678058
0.724200011815194,1.55186606269034
3.5346904402186,3.21091982916706
4.41411863342912,1.45175532021219
0.641948618527249,0.291742443891168
4.55540414580652,2.09191343643642
-0.0990261755724063,-0.448079943033073
3.52475924324919,2.99002760889966
-4.60517018598809,-4.29128143859326
-4.60517018598809,-4.25684929742338
3.37390840142448,2.03477962999767
2.96685943598488,2.56939934345035
-2.82517464118028,-2.47641918915294
3.24088386159748,-3.61502411481949
2.12428344552697,-1.20383710389505
2.83264847866744,3.50651403397995
0.0220060802626147,-2.78639208528857
3.58447958799566,3.35998844953089
4.57243312843966,-3.866447729094
2.28392201616353,-1.09138727976543
3.05155479548755,2.32465244244629
0.463054540157529,-3.40134872712429
2.59564269138267,2.04841910724911
-4.16692622285902,-4.26483683165032
3.37298307518098,1.14116605404992
-4.60517018598809,-4.26633821447112
2.62976428270367,-2.31899370197254
2.71323672778951,1.90311065324363
-2.7701421176192,-3.73978991960302
3.4731924088333,2.6570304739622
3.86015480897396,1.4408567646229
4.541206432973,3.36708128272951
3.73376916425,3.48769591804789
-3.53682124769729,-4.30539635462766
2.08666910977042,-2.82655002094959
2.12324548576593,2.38150800774966
-0.282534013144479,-4.65549938233718
-4.60517018598809,-4.32375727293209
4.11713618207833,3.15303207872015
-2.8005405603401,-4.37236446885672
-3.16808528183894,-4.36020366156481
1.22173806347875,1.88212722913564
4.21783130079516,3.53673934742236
1.6550726272149,-0.630111212984102
-3.58574180719927,-2.72550756946884
-4.60517018598809,-4.23403688605092
3.39553471230359,3.62268410862
-4.60517018598809,-4.26931005309905
2.24522077560447,2.96231835981015
-3.22606409871518,-4.50084878782284
1.19919340115261,1.76952478312346
5.36885038473328,4.52355192572159
2.52226665854508,0.255719828708121
-4.60517018598809,-4.40244434534776
4.20446871372895,2.56691342058324
-4.60517018598809,-3.69854763239934
-4.60517018598809,-4.37284130209662
3.60282035084046,1.27696609611293
2.06451189709428,2.49140327669153
3.2222142461336,3.302941281266
0.00386053852247422,0.353866536130889
4.3856064694126,3.77453748312662
-1.18695181999163,-1.98929273168283
0.664475035122056,-1.42003522587858
-0.528604400430166,-1.21237147011066
3.21198815926423,3.56154395224685
1.72646154870864,2.46225641280509
3.02202847775257,-3.88341519037917
0.531098728605547,-0.545262152995045
-1.42053390094161,-3.73101432355645
-1.42976987310571,-3.40003607130932
2.6059362614604,1.70567217867175
0.0942732787718438,-2.16896601798663
5.91236181418639,-0.252122514945846
3.15854391020885,1.58519554476198
4.06832052200854,2.71408251715413
3.00524191325767,-4.26207476434905
2.48588117478423,2.76056954029593
5.0751863151557,3.12849321808165
7.03969540621517,3.31759402366575
7.11933624045185,3.23124420640436
4.46145222889515,4.11332245337611
-4.60517018598809,-4.43565956814536
-4.60517018598809,-4.47656895782672
1.78230155045349,1.25076773143563
4.87552551361559,2.48112846953772
0.0941913723544303,1.95457114081021
3.61465686000675,3.31363462410208
-4.60517018598809,-4.25683441271137
3.5341827919321,3.30149551591481
3.43316428533488,3.19331197159699
1.59434863980945,1.24426527461455
2.43171682127388,2.65505394230007
2.97513152784603,3.325056754038
3.49295884798213,-4.24422303898352
4.64523669520117,4.97325905197092
5.68561850402853,1.65016315216924
3.32604630155789,2.21395488965768
-1.8146249021284,-4.13827774951345
6.023241760641,4.68454847298349
1.98118903748139,1.84578470900996
2.10336068448786,1.75341542758965
3.05225909909514,2.97044563924797
-3.28574506001073,-2.93779405970248
3.57981207652478,2.18819058458263
-3.5121200038619,-3.47421682404848
3.11141087421732,2.93082882846436
3.91097445589217,-0.517775226742029
0.615769252538554,2.31478002017774
4.65618644200406,3.0359332008197
1.16726732531752,-0.00285245584950866
3.05612628054558,2.05438081072793
5.42861290443703,2.37418800171166
2.01627274870286,2.35740929396664
-3.51747392764416,-3.77205005038515
4.36234165045748,2.93701775044101
2.53803658984217,3.39573934253497
-0.358010120604813,-1.86344399183356
-3.17557690047305,-4.10460806803564
1.65116509714607,3.08138845479052
1.78364496887306,1.12847882156757
-1.76353942680333,1.16407103373548
-3.75988148546866,-4.21655150983262
4.1273908037799,4.15509309536158
1.992399709681,3.38514073005418
3.18910504015996,3.43707496468127
4.08184172649832,2.61773020506263
4.40701310652242,4.05761399172888
-4.60517018598809,-4.30960774830802
3.15269756008553,3.12379055454891
2.70760343465027,2.64023388447398
0.976263847388794,1.15252940822591
1.44731419894584,1.71213869802718
4.58561318852243,1.90992936434782
-4.60517018598809,-4.27374000098572
1.69520818624036,2.44580121913042
5.98266343065491,3.21884590912404
1.63599220565535,1.78173656745014
2.93458532785018,3.00717227536935
2.71491326299018,3.06396846604174
-2.04975847531474,-2.32479910515315
1.49115875372903,1.14136885886778
2.51543585482282,2.16604100107674
3.65384018651935,0.733439964658619
4.67940529291699,2.51023782280005
0.569237917836125,0.501592237177102
2.40618806507659,1.71399077876413
-3.43759169285526,-3.99081566056653
-4.60517018598809,-4.23100011683624
3.73520229121951,3.23306907271073
4.146603307079,2.93972460645343
3.89091989286746,2.57251473496161
3.00241986170381,3.0635880081464
1.8345363517091,2.22402565601452
-0.203559085068323,-0.552599746848545
4.64439089914137,2.65248849848404
2.31598491305706,1.98265908032065
-4.60517018598809,-4.25559627499405
-3.06205157934777,-4.41967727767872
3.87218594237028,2.77898855563455
3.54828316376729,3.19775635692571
4.12246705838884,1.83926573435
1.20898124114105,1.86813554606533
4.77921592581429,4.4296615859446
0.596597733180669,1.85749863177461
1.41022570841159,2.3207072180467
3.22759371340792,2.87778766533274
4.53324981927978,2.03133245280852
-1.0434964594846,-2.29037436965125
-3.57647977162502,-3.93324089679679
-4.60517018598809,-4.22631901814484
1.13651803506734,-3.47083764027888
4.63123746305026,3.79038608277467
2.76450614604643,2.46973102059089
3.69193478184294,2.9556697801409
2.63225567931775,2.80555567246464
5.74999153285793,3.02146502115444
-4.60517018598809,-4.27720779629677
4.27070114163684,3.50834645885044
3.165825197802,1.74614609414492
3.32837934641275,3.16581686335034
1.87996263575432,1.79450264085532
2.4822949088265,1.60609584502199
5.74828409105678,1.31723989620096
-4.60517018598809,-4.35359781624851
5.21755189774559,2.97000460512791
-4.60517018598809,-4.25926838692036
