"measured","predicted"
-4.60517018598809,-3.77262276080933
3.49029436005021,1.93982570830074
1.33565085557384,2.61199840385288
2.27530227872577,-3.29521196484614
4.10292927457399,0.189456103444629
-0.513597796020626,-4.19649299028223
3.217779223821,0.415395135993911
2.75260920429937,3.72120928687735
3.64833085971646,1.00843043617276
0.69706449784399,0.26516537266494
-4.60517018598809,-4.64316485777724
3.92334269531084,2.76309692552366
3.25013027606279,2.97436158938958
3.8712593425399,2.22448698858829
5.12335665216026,2.42223335530836
4.10273592273667,0.0667502080999327
-3.86524438687024,-0.723997732242864
-4.60517018598809,-4.06266344034245
-4.05339419194237,-3.39430138020536
5.5244763668227,2.8767495156495
3.22043860309394,2.01473584177316
-4.60517018598809,-3.4113100581978
0.54040966840739,-2.17986057407677
-4.60517018598809,-2.89199009338087
0.186512761412423,-1.9524123829602
2.05453134291931,1.42683856155407
1.03464960170621,-0.395271870024709
5.42635431733425,2.65465679545443
3.43068174747642,2.99270791243047
3.6473280269557,2.4388191535153
4.86977041037151,2.4435283630498
4.17796240992125,-0.641812587482011
3.97447560253807,1.32626467706615
4.7743220687334,1.78382156003451
0.354550689306615,-0.876980481264134
3.78252461217492,2.37186057696171
2.2889302890454,1.72227385594943
-3.0951990801746,1.86392843417827
1.46418321244774,1.18602909226179
5.24079418030437,1.73011347818177
-3.2431429030112,-3.65472096687408
-4.60517018598809,-2.74946983565469
-0.162821328156817,0.803720402611532
-4.60517018598809,-4.10333804295109
-4.60517018598809,-2.17021160089088
2.0780718540859,1.44478016727075
2.60730863130068,0.902210600321634
-4.06537758556021,-3.11083573918755
-4.60517018598809,-3.69845025263891
2.90772585622133,-1.06977668794053
2.4138223069846,2.30378860362969
-4.60517018598809,-2.73755340741025
3.09184667533965,2.0719849977317
5.83909394866202,1.16229818900055
1.9960626501284,1.64805186792794
-4.60517018598809,-2.07671800668323
3.32056561163656,0.932433457750288
2.00085142431931,2.16034965983886
-0.0581387765914509,-0.993208323657952
2.39088896768188,2.12303426029855
2.50240269740475,1.54754135800334
1.14977740817494,-0.0324905844003154
1.34870930954258,1.23819844978435
2.53394281544262,2.32364639705852
