Gene,DNAse,H3K20me3,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K9me3
ENSMUSG00000032313,369.5465711,4329.220895,21732.11828,4105.336957,9531.616848,13804.10255,43375.45788,3198.074299
ENSMUSG00000032314,325.3285568,4241.920266,9360.160398,6096.240346,7835.375215,12322.44694,42096.38787,2261.685641
ENSMUSG00000032315,278.6571136,2830.829949,10754.90861,4139.490489,16165.24671,27246.91211,31018.90396,3277.609697
ENSMUSG00000032316,494.241044,2952.896882,14081.92141,13655.94351,14576.1609,20610.50307,129245.4153,2467.073942
ENSMUSG00000032318,546.7507677,4147.875501,109554.4928,2417.195366,15029.93893,32217.28554,50218.47519,3446.37643
ENSMUSG00000032320,262.2430911,2579.768021,5178.607122,7666.990132,8660.379148,15125.76902,46482.2786,2926.912829
ENSMUSG00000032322,309.9488229,5350.80349,13741.77024,5254.587886,9587.961957,14667.31486,29193.44336,3638.207451
ENSMUSG00000032323,233.654043,2942.963744,11189.72526,6470.983839,20630.34296,6656.166834,11099.69394,2877.279105
ENSMUSG00000032324,259.2871034,3725.427775,8548.710383,5710.100114,11910.45009,12304.34997,60510.42084,5433.447154
ENSMUSG00000032327,238.2354145,4147.985126,23690.75043,4499.004648,16064.19222,12795.50408,15459.85297,5462.246138
ENSMUSG00000032328,312.9257932,2622.95123,902.6369422,2766.004362,8437.173055,13981.16991,51875.70195,1551.875358
ENSMUSG00000032329,392.4339816,3678.554848,4512.4124,7035.313716,17338.8273,27448.61048,85549.60812,3334.005721
ENSMUSG00000032330,107.0859775,3671.140589,4947.131722,16695.3647,10684.19973,21224.56443,60702.8715,3315.14724
ENSMUSG00000032332,326.4298874,3974.507294,57081.82587,2345.979477,7577.000858,13462.6541,20790.13923,3655.832451
ENSMUSG00000032333,368.9278403,4794.100686,3630.436499,16883.38201,28250.07673,52159.49213,89604.83252,3526.817506
ENSMUSG00000032334,385.8674514,3897.257723,31036.47233,4720.36413,9345.018378,21078.6659,51984.62529,3110.043907
ENSMUSG00000032336,408.3674514,3299.653604,2983.729405,5295.222969,13972.39939,30309.4837,55032.24735,3173.175343
ENSMUSG00000032338,462.468782,3282.065575,59203.56851,3365.356193,6749.6127,15778.65904,70182.10748,2465.292477
ENSMUSG00000032340,486.3648925,2875.309068,4311.166047,4137.717749,8490.809211,18926.6373,70531.4385,1166.422268
ENSMUSG00000032342,352.8802456,3316.082308,15802.48155,12817.879,9546.140661,11505.46811,79574.81429,3105.56343
ENSMUSG00000032343,66.56704197,2746.930993,1392.783467,862.0823799,1251.916476,19.46796339,2059.312929,2435.632294
ENSMUSG00000032344,255.660696,2139.999285,34803.97182,3576.717963,9750.972182,18290.7008,39749.46367,2293.452517
ENSMUSG00000032346,278.4974411,5757.957022,4821.139016,7699.670981,28954.06944,36662.14195,37912.54169,4701.650815
ENSMUSG00000032348,306.3874104,3577.912185,3974.536828,9153.044193,21971.60355,46808.22833,62706.92713,2566.456164
ENSMUSG00000032349,405.5532242,4612.40532,6805.549628,8976.047912,12699.69136,16583.67255,62446.15024,3964.723398
ENSMUSG00000032350,512.2947799,4263.467963,7367.301702,11931.10948,16868.48212,27889.53969,65955.70051,5372.273741
ENSMUSG00000032352,441.5675537,4813.073942,9201.035898,6289.171339,11303.82144,28138.96553,84012.72769,2962.654105
ENSMUSG00000032353,258.185261,6070.115275,13405.67491,5974.5,4099.833095,7243.993421,38837.15768,2883.601259
ENSMUSG00000032355,92.57471853,3994.533252,3575.334382,3096.62357,885.9371424,645.7525744,3005.70409,2292.637872
ENSMUSG00000032356,250.8029683,3721.758081,78394.98455,3836.836384,7252.62786,19655.623,31217.83624,3047.659826
ENSMUSG00000032357,67.64278403,4191.181708,3925.767019,3115.554348,699.382151,543.4456522,2541.326945,4167.230978
ENSMUSG00000032358,187.3776868,3016.805206,6678.110698,1848.042906,7883.298555,9967.822941,20936.00601,1501.358052
ENSMUSG00000032359,269.276868,3916.700872,14254.9837,1860.257223,2104.116133,11716.48398,26945.72268,1930.285898
ENSMUSG00000032360,111.3628454,6039.817935,16909.92391,4981.513158,8540.490847,11769.39374,14983.63544,3207.77889
ENSMUSG00000032363,365.3858751,2435.052632,28844.53933,3814.386871,5715.038616,13069.33467,51661.7229,3944.157895
ENSMUSG00000032366,399.2502559,4207.140232,48901.01137,6228.537757,18893.14395,30319.05878,46277.45595,3973.345681
ENSMUSG00000032368,363.6888434,2147.965389,78045.02832,2945.902317,15398.25315,22131.84961,25915.37386,382.6802059
ENSMUSG00000032369,129.5281474,4029.918121,3125.85841,5492.643521,12528.37428,18891.78254,36719.23091,2147.76609
ENSMUSG00000032370,505.8848516,3509.375215,5495.466676,5615.684783,9854.215532,10553.80449,36181.23455,2136.105907
ENSMUSG00000032372,79.99846469,3676.499213,3745.776602,3825.465174,13326.26731,3662.115775,4113.136871,3754.978547
ENSMUSG00000032373,223.888434,5329.466748,24484.06565,4502.923198,12601.14881,15756.34389,25497.9709,4269.515804
ENSMUSG00000032374,285.8879222,5102.364059,13218.23527,7239.274314,9961.875072,14887.11892,60277.64645,3582.656751
ENSMUSG00000032375,250.1837257,4262.234625,13378.13852,4185.955163,4444.320366,9050.110269,50582.28525,2983.46403
ENSMUSG00000032376,365.0951894,3606.791333,18165.28275,3677.118421,14358.2603,16386.36506,55639.75179,3135.872855
ENSMUSG00000032377,121.4165814,3174.163544,15067.4242,1669.467892,3707.251144,7383.435927,13411.39531,1866.844394
ENSMUSG00000032380,305.9401228,4252.67377,34522.16855,2979.719537,3676.442506,7976.525315,17817.98212,3624.086957
ENSMUSG00000032381,261.9380757,3257.069007,4126.396453,7032.9877,16682.56715,30220.22755,82190.70845,4898.445938
ENSMUSG00000032382,258.6873081,3497.740561,3681.41476,6002.750429,16149.78475,27647.62693,73301.16834,5235.474399
ENSMUSG00000032383,379.8111566,3532.494208,5698.421911,15487.06658,10549.13687,17888.28096,79013.6536,4171.285112
ENSMUSG00000032384,280.7753327,2212.348684,2158.644451,5614.257366,13147.35748,23680.9616,51608.57037,1873.403247
ENSMUSG00000032386,280.1120778,2181.260083,2060.536256,6108.381722,12305.62243,22235.499,48511.85297,1947.68278
ENSMUSG00000032387,476.8239509,3071.049557,2951.887872,7189.437214,21656.75222,46870.52152,124498.3806,1937.909611
ENSMUSG00000032388,232.5148414,4070.887943,3970.209168,6519.738916,5622.869136,12807.68528,51256.00965,3001.796696
ENSMUSG00000032392,314.1970317,4263.548341,4797.973899,3759.850186,29375.08288,29320.51437,30891.30156,5150.536399
ENSMUSG00000032393,277.2144319,3142.565289,5338.839316,10008.21997,11569.48749,18842.4837,76003.50922,2510.009225
ENSMUSG00000032394,600.5097236,2570.267806,42760.90954,3405.974971,10615.95373,20325.08896,50951.20574,3000.823799
ENSMUSG00000032396,368.5368475,3464.891662,8224.020166,7858.807852,21775.55571,27273.3464,69021.89366,2768.912614
ENSMUSG00000032397,108.3986694,1638.333238,1382.447368,18515.24256,8589.611342,5494.587743,5460.204376,1433.700515
ENSMUSG00000032398,169.7497441,4232.946224,3059.968678,56331.54598,15220.04376,28264.36041,64137.73162,3711.107337
ENSMUSG00000032399,173.5634596,4153.558781,1729.616991,51858.90496,13504.93443,42493.64495,149098.028,3285.642377
ENSMUSG00000032400,150.6612078,4468.191219,1466.518021,38484.11349,13423.21303,40234.53811,143999.7683,3346.844751
ENSMUSG00000032401,251.8382805,5092.044765,10479.53104,3567.72161,11595.0615,17270.72147,14991.2043,3705.179777
ENSMUSG00000032402,605.5199591,3968.634225,20368.25551,3460.094394,10945.01752,30871.25844,89692.78132,1933.478046
ENSMUSG00000032403,348.5261003,3088.517305,4600.001287,6692.975114,6500.309711,11715.00801,68192.40546,2358.867134
ENSMUSG00000032405,533.4698055,2877.107122,5484.713601,3023.701445,8405.229763,8094.967034,45474.83689,2214.246711
ENSMUSG00000032407,241.9073695,1688.43135,2738.42899,10443.26101,14083.01745,31251.00157,155032.7842,2510.083238
ENSMUSG00000032409,268.1514841,2614.715675,4128.883867,6568.008224,7119.624785,9917.379505,72844.25779,2623.927918
ENSMUSG00000032410,305.221085,4382.405606,2423.285469,10303.99321,11440.0369,15015.54448,73055.84918,2519.888444
ENSMUSG00000032411,585.4078813,2486.439145,2943.017162,5284.643879,11164.11392,31673.21539,73277.09311,3526.516948
ENSMUSG00000032412,579.2988741,2880.283252,3286.217677,10204.22075,14792.07666,15371.58009,34777.34868,3164.487414
ENSMUSG00000032413,522.4912999,4236.364559,15152.14259,4484.606121,12765.44358,13939.91984,32971.82337,3455.130935
ENSMUSG00000032415,495.3971341,2413.388515,7864.854262,1902.131007,10103.20094,10687.87414,40797.39388,2446.288473
ENSMUSG00000032417,450.0107472,3751.251144,5125.884225,15652.34232,12995.31379,22881.84239,76268.97297,2440.217963
ENSMUSG00000032418,339.216479,3216.538902,12235.99807,4129.154176,9427.035684,6268.575229,36503.33395,3209.927346
ENSMUSG00000032419,388.2103378,3749.399314,48024.02603,2159.125,11603.55456,19746.7849,44987.16433,1749.16762
ENSMUSG00000032420,142.3311157,5654.166476,47049.93207,4709.088387,16701.06136,18448.2791,28722.32337,5643.42756
ENSMUSG00000032422,179.5102354,3949.100186,4359.638158,6430.752789,7801.181708,21505.9365,74926.60154,1631.663616
ENSMUSG00000032423,650.7026612,2545.920123,2767.303633,12314.81121,17336.09025,28761.17413,71216.55378,819.999714
ENSMUSG00000032424,304.9928352,3318.790046,3716.431851,14804.04713,10243.55749,16478.58102,81544.16712,1810.783467
ENSMUSG00000032425,99.18167861,1315.562214,1155.229119,7942.313287,621.6962243,443.75,1828.348398,3354.618278
ENSMUSG00000032431,412.3172979,2728.310712,3659.88401,5265.146668,16631.7362,14126.51416,67389.54026,4138.024314
ENSMUSG00000032434,361.7620266,3078.525172,3015.854119,6169.363701,18351.02095,28829.31872,71425.94866,2898.376716
ENSMUSG00000032435,415.2558854,3492.56915,3530.144379,10127.07251,15450.19043,33128.24078,100489.3809,2829.563859
ENSMUSG00000032436,471.3480041,3888.817005,8140.119136,8389.811356,21261.96339,30719.99893,66205.51916,2587.159969
ENSMUSG00000032437,614.7809621,4879.394665,6506.075944,12191.01166,24849.52567,28920.21296,121652.3686,2762.85226
ENSMUSG00000032438,614.2021494,4879.388444,6614.819723,12042.65003,24754.94801,29030.21968,121847.7267,2764.339173
ENSMUSG00000032440,227.1647902,3593.753003,29163.03876,2223.168407,7337.019737,10406.82265,29886.25744,2846.976116
ENSMUSG00000032443,121.4559877,2819.342391,2824.353833,3536.968249,450,635.9696796,2174.554062,2639.800057
ENSMUSG00000032446,569.2001024,2415.050057,56846.95538,3862.466033,12865.0276,26538.9621,67068.37922,1714.790689
ENSMUSG00000032449,438.0020471,2761.879148,2844.676702,12670.65854,20324.38658,48639.96467,103145.9384,1924.535541
ENSMUSG00000032451,158.3935517,6909.606193,14198.95245,3335.437643,2020.67992,3276.54212,8926.375072,5692.723112
ENSMUSG00000032452,277.1125896,3378.17091,36678.4026,3558.64109,4543.837243,13310.75601,42353.84382,2098.439216
ENSMUSG00000032454,76.2727738,5969.080735,7408.823084,5237.683209,3478.877932,799.999714,6740.580449,4459.942863
ENSMUSG00000032456,276.0429887,4191.854477,9885.578018,3299.311642,6195.505864,8289.729691,29207.68607,3788.80163
ENSMUSG00000032458,94.5087001,5308.884725,5111.597469,26236.91154,8363.899743,6877.05492,16039.7909,4140.493493
ENSMUSG00000032459,180.5875128,2828.222254,3970.715318,10118.83059,4417.078661,12682.19522,47532.30227,2366.588601
ENSMUSG00000032460,327.0844422,3163.362772,6697.411899,3976.258867,3197.467677,8458.542334,18853.04348,2030.977903
ENSMUSG00000032462,464.0235415,2852.525386,5910.064359,7586.612772,22707.28304,19522.17198,54082.02868,2010.397597
ENSMUSG00000032463,346.1197544,4626.324871,8750.092248,5189.696296,7450.146954,15410.46932,62562.30885,2686.119565
ENSMUSG00000032468,269.1678608,3927.979334,3766.630077,4619.517305,10617.9458,14685.52603,74689.17213,3101.596467
ENSMUSG00000032469,209.3976459,4072.880149,3615.196153,13455.88086,12433.1717,23859.22783,86707.67327,1734.457952
ENSMUSG00000032470,254.1653019,5272.643235,10436.08259,8906.13165,45873.86199,20447.21803,23447.54999,3116.323799
ENSMUSG00000032473,194.9257932,5344.595681,8904.401459,2866.530964,2447.183924,1707.475114,4708.261728,3230.493207
ENSMUSG00000032475,433.593654,3810.654677,4554.301273,6186.517091,10414.10834,18144.66362,78103.03182,1727.647955
ENSMUSG00000032477,566.5967247,4291.284539,2382.99335,19852.0005,23699.2849,26493.45874,93218.97848,1426.701373
ENSMUSG00000032478,168.944217,2910.799485,3136.699299,4952.613773,5531.456879,25870.26545,69924.85669,2638.8253
ENSMUSG00000032479,84.16479017,2293.839531,1628.227975,10922.76273,5666.264874,2488.339531,2994.95738,1976.584668
ENSMUSG00000032480,284.3219038,3375.702088,3744.445938,17882.61141,12840.50429,23615.06693,100996.9474,1615.892878
ENSMUSG00000032481,353.5742068,1648.347182,2336.463673,12648.39881,20660.14939,38790.87693,74281.23555,2284.847826
ENSMUSG00000032482,530.703173,4721.183209,22204.92863,12248.67584,13789.35927,14396.08145,49453.25915,2558.86127
ENSMUSG00000032484,102.709826,3504.000858,6985.386156,2623.764231,4049.163115,1602.38637,7715.609125,3938.001144
ENSMUSG00000032485,469.6233367,2929.692005,5685.107695,3014.643664,9628.025243,13315.35727,31629.51259,3764.677775
ENSMUSG00000032487,183.5834186,2353.629434,13463.73062,3708.261656,5816.220681,11355.31465,21486.70638,1669.171625
ENSMUSG00000032489,316.4344933,2691.481264,6725.016161,4078.069222,8087.894808,31461.56886,81384.18135,2793.056279
ENSMUSG00000032491,264.1509724,4376.684139,8134.135655,20893.89631,11881.08088,31439.84361,65649.83846,5709.517449
ENSMUSG00000032492,471.3480041,4336.202875,42528.03761,2971.286327,15161.66083,12834.05099,20194.07816,4448.597826
ENSMUSG00000032493,215.1366428,2599.018879,14456.00779,4457.80778,4222.399671,8393.454233,11275.98942,2515.819794
ENSMUSG00000032494,369.9631525,2640.593822,2655.699156,33734.61599,16378.59454,45311.01902,130924.042,2673.231622
ENSMUSG00000032495,300.8567042,4627.087314,3916.230835,6359.433924,45014.06086,50683.44057,77907.06944,4241.581379
ENSMUSG00000032496,201.6811668,5104.74857,12016.43092,4492.381364,2287.892663,2897.764874,7152.840532,3300.585312
ENSMUSG00000032497,374.2932446,3617.529105,3345.421839,8316.572797,9067.272883,25389.00315,69555.52925,2255.72633
ENSMUSG00000032498,261.3822927,3627.362128,4809.364846,18019.68121,14194.0286,21720.54984,129848.2643,3023.0374
ENSMUSG00000032500,169.8239509,5617.19036,24649.39109,2672.872998,4622.722755,8964.795123,10987.39259,4223.447869
ENSMUSG00000032501,724.9764585,3597.367992,11333.14795,13406.19229,24754.92027,47800.13215,186755.7348,5054.114273
ENSMUSG00000032502,166.0701126,3968.148169,24353.24943,3088.374428,2658.845538,5472.25,18212.6132,3896.634153
ENSMUSG00000032503,236.5568066,3928.030964,34867.72233,2461.769737,3659.369136,10346.1644,17501.03347,2396.095895
ENSMUSG00000032504,307.0752303,3737.838029,5738.91383,8980.50143,11540.5409,18343.48084,71259.32766,2693.689645
ENSMUSG00000032507,160.9390993,4097.80542,3827.842248,4692.969966,6193.524957,3454.832594,5118.323084,6106.552775
ENSMUSG00000032508,597.2840328,3804.564216,7953.241562,11350.0595,11487.41247,30403.96303,63293.53039,3384.705163
ENSMUSG00000032511,425.1622313,3186.648455,71136.98126,4037.868636,11975.27553,10476.55907,33472.51573,3259.507866
ENSMUSG00000032512,423.2528147,3196.375787,4038.587815,7694.463959,10699.0457,12777.51058,51074.34211,4358.149314
ENSMUSG00000032513,444.4426817,3308.535183,7377.2254,7197.85133,19324.60641,34177.92105,49295.69172,3010.55399
ENSMUSG00000032514,444.2911975,3348.022311,7478.022883,6921.981193,19416.10097,34153.30378,49245.10247,3016.597182
ENSMUSG00000032515,452.1612078,1759.35891,5689.553776,8015.469465,24533.20731,45611.36291,79124.28797,3333.258796
ENSMUSG00000032517,305.0721597,4772.568292,9563.273455,5709.015232,31500.87142,17835.94665,13569.32444,5061.426344
ENSMUSG00000032518,294.8024565,2349.984339,4430.896453,57248.1024,12493.63551,35405.24843,131563.8323,3636.095395
ENSMUSG00000032519,318.1653019,2010.190074,1399.910183,3651.146882,8581.099399,11875.50386,36453.4877,1522.515017
ENSMUSG00000032523,201.3198567,2602.203304,21022.9764,2565.710669,4512.267663,4226.174843,7161.789188,2683.04212
ENSMUSG00000032525,365.6223132,1543.516161,3681.691505,5378.111413,13338.96839,24347.63837,52869.27002,1698.833309
ENSMUSG00000032526,212.1059365,5400.702231,5639.215461,9375.327088,10862.00286,15823.621,55600.48548,3018.264302
ENSMUSG00000032527,304.1192426,5261.246281,6554.28883,4323.419622,19574.561,23487.57666,35969.37772,1963.112915
ENSMUSG00000032528,427.877175,4578.761442,64982.25751,3756.30728,6450.570438,16552.127,45035.88995,3154.436284
ENSMUSG00000032530,431.3694985,4539.966533,66316.59497,3955.34468,6779.168192,16714.13844,45585.30149,3295.891304
ENSMUSG00000032531,265.0450358,3291.113129,10719.95824,22080.0748,35630.92477,41525.03232,75716.38566,3037.013587
ENSMUSG00000032532,262.5450358,4167.833095,34773.90975,3627.564002,5359.85462,14930.70724,19764.96467,5462.310927
ENSMUSG00000032534,127.2947799,4357.333309,4373.133152,11347.74535,6390.629362,3654.90246,8565.253361,3112.939431
ENSMUSG00000032536,255.1658137,3511.812142,16537.09439,6544.120352,14774.56057,32726.23555,58216.42785,3920.296482
ENSMUSG00000032537,115.8654043,4842.834168,10724.22268,4672.325372,1312.877288,1310.338387,3235.333238,5671.134868
ENSMUSG00000032540,331.0522006,3169.359768,12762.50443,4365.567506,6059.063501,14414.625,42787.0502,1815.777746
ENSMUSG00000032546,355.8766633,3830.139445,3263.094894,14443.67842,8971.566505,24990.61313,102982.2073,2826.324371
ENSMUSG00000032547,454.1069601,3688.414045,8884.421196,6270.999642,13918.48842,14904.4842,52627.33746,3450.294408
ENSMUSG00000032548,216.0921187,6528.699585,33138.20323,4340.134725,9846.677632,21642.98598,39791.61005,4663.906107
ENSMUSG00000032549,434.0481064,4797.500501,41543.04913,3342.058495,8454.561713,20943.11055,48221.1629,3847.27889
ENSMUSG00000032551,205.191914,4729.176201,2569.655964,12715.08188,11937.50179,21713.63523,98646.08924,2449.774886
ENSMUSG00000032553,281.363869,3859.864345,3436.730263,17417.02045,4203.309282,9809.559497,51957.44415,3455.066433
ENSMUSG00000032554,152.8761515,5857.668407,16000.7279,4737.978189,11804.01995,17340.68443,21682.75565,5720.050844
ENSMUSG00000032555,305.3065507,3197.780535,2759.166118,24511.60104,16311.8843,32581.87014,62021.93643,3803.16619
ENSMUSG00000032556,115.4667349,3910.300987,8020.054777,3277.026602,3444.381364,1953.841676,4111.816362,4037.211599
ENSMUSG00000032557,290.9042989,2931.913473,2230.22111,16809.1403,9074.276316,17638.75944,93005.21746,3823.755864
ENSMUSG00000032558,367.9216991,4060.967391,9221.107766,7005.340532,9764.022526,19400.86957,59276.82745,2177.445867
ENSMUSG00000032560,64.32906858,4096.73341,3462.253146,30502.72469,2073.195366,0,3404.404176,2414.507437
ENSMUSG00000032561,153.6125896,3771.276673,10552.87908,4356.250429,12392.67248,21461.55978,16876.34861,2646.169622
ENSMUSG00000032562,436.4109519,2474.084382,12662.85455,6096.592606,21242.34568,45498.80492,77187.79777,2372.899242
ENSMUSG00000032563,124.1954964,5933.173913,3669.848827,14655.51294,4361.252789,8951.728261,37438.91219,4000.831021
ENSMUSG00000032564,54.55117707,4818.064431,6435.956593,4836.456593,926.5647168,379.3120709,3675.535612,4022.033181
ENSMUSG00000032565,266.6131013,2440.564717,11557.77088,2773.567935,5240.003933,10648.41605,39756.29062,1864.250072
ENSMUSG00000032566,115.8403275,2044.986842,3095.758224,904.5592105,692.9078947,225,2289.159539,1663.565789
ENSMUSG00000032567,138.7574207,4451.790403,5226.005578,16195.80871,12330.71475,16956.98927,40656.50386,2641.676058
ENSMUSG00000032570,116.5,5009.399457,7119.962314,4010.607981,4231.27131,948.4196939,4681.814073,3593.956522
ENSMUSG00000032571,257.6381781,3418.517949,3297.66905,13961.03561,18348.53568,19659.40947,42191.70001,3194.625286
ENSMUSG00000032572,145.363869,2848.912829,9052.317863,3479.922125,2593.848613,3622.335383,6169.406536,3931.656393
ENSMUSG00000032575,363.1924258,5084.166834,7111.240918,29475.48069,19859.04927,32068.93829,113886.2373,2947.34611
ENSMUSG00000032577,232.0138178,4204.879148,5832.934497,10180.95695,16982.62235,24433.46038,71784.15511,2360.948441
ENSMUSG00000032578,220.3879222,3961.16476,4551.16476,15676.18443,20179.0964,23823.45531,50847.41111,1993.280606
ENSMUSG00000032579,503.2947799,2472.98913,13257.59918,10576.91884,13762.78618,23144.8464,63761.70452,3919.784325
ENSMUSG00000032580,273.3203685,3360.092606,3503.167334,25544.7731,10250.03382,16760.34232,78944.86463,5015.711814
ENSMUSG00000032582,326.1069601,2346.681636,3736.08095,4218.957666,8564.037829,19344.63909,73857.25715,1660.63587
ENSMUSG00000032583,378.1724667,4619.258081,11160.811,2943.850257,8233.329519,16421.20552,37556.24356,4884.57101
ENSMUSG00000032584,376.0844422,4455.162042,23931.68235,4847.158038,10155.80943,17079.99857,25293.40761,3956.691076
ENSMUSG00000032586,373.6438076,6811.856264,8312.562929,10553.05928,11229.98527,16063.96489,37621.99521,3870.013587
ENSMUSG00000032589,360.7533265,5280.207594,31611.37922,6154.588673,6090.264016,6848.789474,20924.45831,3784.364059
ENSMUSG00000032590,309.0440123,2916.685212,7231.52746,17146.36921,8258.687428,23243.02245,75872.3534,4142.965961
ENSMUSG00000032591,267.2134084,3798.968822,13199.90246,7613.749642,17469.67356,40330.22197,77577.55249,4691.116633
ENSMUSG00000032593,371.6448311,3567.323799,8760.794122,21781.01866,16833.04512,36417.55027,75184.98041,4223.612915
ENSMUSG00000032594,393.0194473,4173.604763,8842.850186,7421.274314,13050.85219,23915.4292,89768.94115,1949.621353
ENSMUSG00000032595,109.8060389,3627.187357,19693.0108,6547.30349,7191.273527,9590.654677,12648.91247,3864.453661
ENSMUSG00000032596,125.0747185,4525.415403,15190.61713,6596.35605,5414.837028,3332.0625,8244.193364,2968.149027
ENSMUSG00000032598,392.0138178,4647.363272,8578.322082,20158.67449,16108.35698,17940.45702,58947.33946,3703.586241
ENSMUSG00000032599,338.0603889,3119.008438,2325.130292,9845.306136,17674.97047,20838.30678,47737.94637,2913.624499
ENSMUSG00000032601,408.0696008,3463.966748,16594.93056,5533.636799,15701.80528,21748.34175,50322.05399,4338.886227
ENSMUSG00000032602,203.7169908,2336.052489,3772.691004,2960.676773,14674.11649,15925.32609,30766.46896,2486.230549
ENSMUSG00000032604,326.0209826,4089.373069,3538.339102,23877.49356,8074.077231,17017.96575,70281.05392,3584.580521
ENSMUSG00000032606,278.0158649,3538.90103,3552.680993,5919.350686,11015.56829,22751.01981,44319.63001,2159.222826
ENSMUSG00000032607,182.9452405,6029.120709,5428.00236,25584.70137,20343.7214,27950.00658,51811.5537,4514.911327
ENSMUSG00000032609,309.1914023,4681.85984,13161.37664,4685.136299,14389.95531,15755.4719,36164.35297,4857.614345
ENSMUSG00000032611,215.906346,5653.180063,4394.61127,10773.85069,11845.14016,11437.80263,17423.89817,3591.365561
ENSMUSG00000032612,227.2103378,3301.439002,2832.596253,9631.002646,12226.68013,18848.48627,51579.5522,3320.356407
ENSMUSG00000032615,278.2743091,4859.345752,10088.63179,5608.860483,10387.43614,16139.83596,43453.8785,5202.907609
ENSMUSG00000032621,68.63971341,4779.312715,2243.685069,29437.3539,3458.725973,1679.528747,5404.867348,2179.523098
ENSMUSG00000032623,186.223132,0,39.902746,23.9416476,0,0,0,47.88329519
ENSMUSG00000032624,152.6576254,3067.224757,2679.056064,10850.58052,5008.75,6449.611485,6471.413258,1421.638801
ENSMUSG00000032625,169.9431934,3024.229691,18679.18843,2039.30113,5617.785469,6098.922125,20480.11885,2336.244851
ENSMUSG00000032633,389.6146366,4949.645666,3393.131722,17569.21761,24256.19279,33420.40568,113167.0098,3938.419408
ENSMUSG00000032637,716.4421699,4508.066505,5323.306207,35495.1712,24949.06064,30979.09969,129623.9821,2423.19129
ENSMUSG00000032640,458.0527124,2213.01516,25108.90904,6467.479477,11066.11706,15870.03554,45667.21203,3418.097826
ENSMUSG00000032641,317.0962129,2767.404748,4375.798842,13766.86763,11158.997,28950.61706,88935.46038,3821.031035
ENSMUSG00000032643,401.3664278,1925.271096,4536.877574,3173.267735,14617.63194,19503.00708,46527.94272,1189.518593
ENSMUSG00000032648,374.9165814,4359.827231,6907.33903,5666.166118,14016.52517,13570.09575,18504.93793,3966.857122
ENSMUSG00000032649,158.9053224,3320.420338,34501.80542,2941.363344,6064.491919,7892.128218,34040.52102,4567.199657
ENSMUSG00000032652,448.7502559,2494.633224,4163.804062,3431.594394,12963.49814,22523.75408,47889.38894,2256.371138
ENSMUSG00000032656,328.0823951,5094.943149,24887.31257,4159.497712,4272.218535,19549.78654,82704.45738,3189.101259
ENSMUSG00000032657,189.8408393,4319.462314,10446.60612,16390.66412,20634.79634,31037.15396,88824.40682,3562.201445
ENSMUSG00000032661,179.216479,3661.443221,10206.5527,1798.659969,6792.62643,4907.405892,6800.203947,2420.342391
ENSMUSG00000032662,145.5363357,4020.907466,8085.251716,3802.115918,1833.573298,645.7165332,6802.608982,4424.983982
ENSMUSG00000032666,120.9928352,7169.654033,5133.529462,8043.578375,3615.132008,2550.584382,6490.582308,8725.08617
ENSMUSG00000032667,263.2993859,3895.82008,22821.82394,4620.630721,5535.533681,8569.845538,19394.93242,4892.756579
ENSMUSG00000032671,345.3065507,3893.605621,13098.57165,4722.008581,21938.76709,12082.06894,33545.87464,2770.836098
ENSMUSG00000032673,170.9769703,3140.237557,1783.31772,7494.895809,4486.783252,15683.31522,57124.08724,921.2105263
ENSMUSG00000032679,254.8925281,3918.574371,989.1849971,2301.086027,9853.975973,5284.992849,11485.71753,2765.472683
ENSMUSG00000032680,353.5910952,3865.687572,2239.323298,3279.640303,7139.279033,15823.95287,77646.3278,2042.404033
ENSMUSG00000032688,324.8101331,4851.623284,6866.33617,5756.785112,5982.793407,11446.06751,75160.79248,2362.631793
ENSMUSG00000032690,304.4135107,4417.017806,7232.739273,2034.92284,19575.78547,9748.053704,11267.01402,4656.620709
ENSMUSG00000032691,182.6356192,4936.269022,10318.3765,4294.800415,7019.818793,3546.813072,8660.286613,3612.790403
ENSMUSG00000032698,440.5429887,1613.897025,46329.19386,3519.600257,4059.510297,12405.58224,40370.99364,2897.887586
ENSMUSG00000032702,278.1028659,3928.498856,7406.025029,4825.904748,11313.06322,16411.35691,23719.76187,2819.857265
ENSMUSG00000032705,129.9477994,1928.141304,2436.178132,6120.134153,0,2574.231693,1891.016161,2011.409682
ENSMUSG00000032712,349.0568066,7153.706808,2965.823227,12904.98348,16348.72361,40411.85112,55490.48134,5391.295051
ENSMUSG00000032714,224.1525077,3258.030606,26236.79577,7419.202017,9050.713101,12837.17806,20590.54012,2942.42284
ENSMUSG00000032715,358.2973388,2924.385011,5426.841462,17385.03862,24652.96947,43190.12707,86171.5236,2252.9001
ENSMUSG00000032717,518.7436029,1944.186999,29356.05742,6274.939145,12911.60927,20764.98913,48254.17356,3227.580735
ENSMUSG00000032718,188.0752303,3199.424056,8809.502789,2928.222469,9417.821868,15620.63015,28021.73105,1071.788043
ENSMUSG00000032719,254.2871034,4057.422268,21651.96732,3941.943793,2822.550844,7411.901101,21316.83238,2524.874142
ENSMUSG00000032724,455.7604913,5283.43042,36219.73427,3662.204805,8616.84089,21566.55685,80254.76688,3125.349542
