Gene,CFOS,CTCF,EGR1,NRF1,NRSF,POU2F2,SP1,SRF,STAT3,USF1,YY1
ENSG00000165805,0,3.265867064,0,1.756263474,0,45.0682153,32.67469752,0,0,0,3.78E-09
ENSG00000106628,0,20.50932153,0,10.02593523,0,0,1491.388883,0,0,25.94998957,20.8857348
ENSG00000104472,0,49.27499455,95.29725459,8.188516493,0,160.0012252,1371.137809,0,0,0,425.1286325
ENSG00000157856,0,3.092247906,0,0,0,0,0,7.711871187,2.857914217,0,1.50E-16
ENSG00000116035,0,4.074360243,0,0,0,0,0,0,0,0,2.70E-32
ENSG00000242482,0,1.072059016,0,0,0.389508392,5.941963438,4.871701265,0,0.01060394,0,7.51E-48
ENSG00000255063,0,0.20494224,0,0,0,0,0,0,0,0,0
ENSG00000257112,0.394419453,71.1753129,6.455777828,0,0,0,53.56268556,0,0,0,0
ENSG00000066405,0,1.158974729,0,0.495417731,0,50.08305212,152.7490708,0,16.23817052,0,5.13E-46
ENSG00000224579,0,7.994252599,80.80883815,1.476919056,332.1180696,728.2803858,667.9093987,0,4.431049455,0,1.79E-12
ENSG00000124678,0,55.58087089,0,0,0,0,0,0,0,82.97227441,0.084004449
ENSG00000239390,0,40.18318899,0,0.058202727,0,0,0.42591435,6.841333947,0,0,8.86E-51
ENSG00000112308,0,23.85823916,0,4.755809402,98.07838788,643.7350314,1832.133091,124.8407143,2.057544131,126.1162664,281.2825963
ENSG00000213676,0,48.63256294,0,26.76218118,34.54603322,174.6258434,1610.208712,840.5557097,0.052214646,566.8321863,1330.062892
ENSG00000101224,0,347.1106055,0,13.28948915,1174.309377,27.4668261,169.0933714,0,0,44.44730751,155.8713275
ENSG00000253764,0,0,0,0,0,0,5.949241518,0,0,0,0
ENSG00000138772,0,0.246412845,0,0,0,0,0,0,0,0,0
ENSG00000230343,0,1.593953661,0,0,0,79.72843594,0,0,0,0,0
ENSG00000224655,0,1.654872396,0,0.061150401,0.911590994,0,0,0,0,0,0
ENSG00000239265,0,5.171872218,0.485438471,0.265413484,0,0,0,0,0,0,0
ENSG00000171130,0,33.36501714,0,39.84131,0,101.4639445,0,0,0.028200977,326.2773842,0
ENSG00000225032,0,4.431958988,0,0.360081942,0,20.26406034,50.79592792,0,0,0,1.16E-20
ENSG00000156284,0,0.604697068,0,0,0,0,0,0,0,0,0
ENSG00000204710,0,7.406418558,0,0,0,39.50995712,15.78495703,0,1.643003495,0,1.54E-17
ENSG00000201218,0,69.92099363,0,0,0,0,0,0,0,0,0
ENSG00000201308,0,0,0,2.556261927,0,0,0,64.61684877,10.81502391,0,0
ENSG00000236148,0,6.564740771,0,0.365453956,7.675653084,4.526268224,13.06329419,11.7842435,0.166075172,0,9.04E-27
ENSG00000225319,0,0,0,0,0,0,4.503918845,0,0,0,0
ENSG00000242201,0,8.695922672,0,1.508207767,407.6098485,7.261002711,78.76649911,0,9.187179147,0,3.48E-12
ENSG00000226807,0,84.86583607,0,0,469.4270239,0,0,0,0,0,0
ENSG00000237835,0,2.727959054,0,0,0,0,8.113704637,0,0,0,0
ENSG00000237314,0,3.822164416,0,0,0,0,0,0.51968109,0.017968138,0,0
ENSG00000242544,0,1.330771462,0,0,0,0.709469509,76.49304687,0,0,0,1.49E-31
ENSG00000224371,0,50.07089999,0,0,0,0,0,0,0,0,3.03E-20
ENSG00000238699,0,0,0,0,0,41.36541124,189.3701568,0,0,0.333314652,3.18E-13
ENSG00000122547,0,21.31369731,0,17.46682213,0,0,775.3339468,0,0.181087245,399.1695902,0
ENSG00000161835,0,84.51699478,0,14.39744246,0,1.346754094,291.6150063,0,0,0,5.03E-28
ENSG00000233367,0,0,0,0,0,0,0,0,49.67328016,0,0
ENSG00000254136,0,78.46757896,0,2.692183359,0,0,97.41169279,0,0,0,18.46269116
ENSG00000141002,0,36.08330267,0,17.32177665,0,0,690.0977083,0,0.726532382,263.2165355,0
ENSG00000197122,0,51.73742503,0,1.579051737,0,22.92866518,213.0778362,38.78608934,3.372171641,0,1.980239459
ENSG00000124237,0,0.482002479,0,0.011828325,0,0,0,0,0,0,1.48E-48
ENSG00000253797,0.709609849,2.823235241,0,0.301089115,0,0,206.7289823,0,0.500630078,0,1.12E-18
ENSG00000227925,0,27.34375861,0,0,0,109.9379527,212.7812971,0,2.446406131,297.2123296,10.48610097
ENSG00000229458,0,13.79793739,0,25.94919998,0,0,0,0,0,0,0
ENSG00000236514,0,19.37811024,0,41.95083398,0,189.1598771,179.0212543,364.6302166,0,0,112.102372
ENSG00000174348,0,2.766559909,0,5.615038244,0,0,0,0,0,0,0
ENSG00000244701,0,90.23701111,0,0,0,48.79892339,25.06267964,0,2.418881687,0,0.113038177
ENSG00000239584,0,6.056305903,0,0,0,0,0,0,0,0,0
ENSG00000070814,0,9.231750581,0,8.993573247,0,86.90050695,240.645103,128.6565462,0,42.83525831,104.1196704
ENSG00000170638,0,34.63286416,0,9.119423164,0,252.4681352,1056.149753,147.3568751,0.802932426,0,166.216128
ENSG00000244259,0,0.452053347,0,0.376425662,0,7.589014434,8.578554925,0.942796563,9.698422707,0.660575427,9.92E-42
ENSG00000143436,0.078789974,21.51118086,0,0.058309756,0,221.6125471,182.3176265,566.3565448,0,0,2145.563263
ENSG00000229700,0,2.125684827,0,0,0,0,0,0,0,0,0
ENSG00000251297,0,2.254025105,0,1.627756664,0,0,1.267099313,0,6.637311872,0,0
ENSG00000207148,0,0.690069645,0,0,0,0,0,0,0,0,0
ENSG00000200201,0,0,0,0,42.40405166,60.23202391,203.3709306,0,0,0,0
ENSG00000179144,0,0,0,10.57000392,0,0,0,0,0,0,0
ENSG00000121289,8.259968079,94.16108129,0,4.311801229,0,164.9357046,2941.742555,0,4.486743771,0,30.67247579
ENSG00000213931,0,5.735048198,0,0,0,0,0,0,1.326127385,0,2.86E-49
ENSG00000237510,0,0,0,0,0,0,8.930318943,0,0,0,0
ENSG00000173157,0,0,0,0,26.88239721,0,0,0,0,0,0
ENSG00000205771,0,0.273975839,0,457.4848197,0,129.0483228,907.8996926,127.1450777,8.801494494,0,67.49592813
ENSG00000101367,0,45.38367393,0,6.161607423,0,0,380.2522295,390.3475234,0,1245.705854,4.75E-50
ENSG00000212226,0,1.988672548,5.914428322,0.379312224,0,0,8.666559948,1.248670188,0.006408743,0,6.53E-32
ENSG00000248594,0,13.99043239,0,7.395420793,0,147.6748945,354.2698304,534.8298304,0.022384343,0,13.52449413
ENSG00000243482,0,0.189632708,0,0,0,0,0,0,0,0,5.26E-44
ENSG00000241286,0,18.84506964,16.32082307,0,0,5.951847031,0,0,0,0.757196606,3.50E-14
ENSG00000213160,0,48.40415837,0,9.858188438,0,0,0,0,7.378428408,0,138.8496276
ENSG00000132481,0,127.5761463,0,11.39223291,0,5.342209602,29.1006946,7.695689807,0.677700436,10.73870516,3.90E-27
ENSG00000241073,0,0,0,0,0,0,107.9078851,30.72676404,1.383130687,0,0
ENSG00000242764,0,0,0,0,0,98.07149867,131.5074467,0,2.004203112,0,0
ENSG00000130413,0,13.64421842,0,9.54421723,0,0,0,1.642842579,2.190165154,1739.771064,81.08981265
ENSG00000061273,0,18.25020665,0,10.57701334,0,444.7464115,329.5306729,0,1.760221896,1.501030671,53.64934652
ENSG00000201533,0,7.157038826,0,0.265953291,0,0,9.286204943,0,0,0,2.03E-31
ENSG00000015171,0,33.28933881,0,0,0,0,0,0,0,0,55.26679279
ENSG00000212237,0,10.73099106,0,0.677924849,96.70920876,142.1863894,156.2166068,0,0,0,0
ENSG00000199283,0,5.619902652,0,0.979455851,0,3.172356761,0.429380991,0.297469587,1.283799001,18.93678856,0
ENSG00000236098,0,12.57962245,0,0,0,0,0,30.26026069,0.700345721,0,7.05E-19
ENSG00000253599,0,45.44689051,0,66.24692363,93.50203634,428.8422807,3626.902359,696.2468412,22.94601991,0,4.73016955
ENSG00000163792,0,12.20512678,0,2.271560602,0,0,13.05304856,0,0.185419638,0,1.83E-22
ENSG00000236003,0,0.693469708,0,0.150265836,0,4.0497584,6.167375011,0,0.022344462,2.941637556,4.32E-26
ENSG00000213246,0,28.49817953,180.603058,16.90307698,39.14724287,446.7147231,1048.100261,395.2801552,6.365488949,19.22458254,201.1436797
ENSG00000201913,0,20.74793826,0,128.3700324,51.17216095,193.9061447,1758.712931,13.28422401,1.7561721,24.35318218,3.59E-07
ENSG00000244193,0,13.0901779,2.479760454,0,1.638988874,168.1527137,489.342911,0,3.32859583,166.6721038,2.96E-13
ENSG00000255292,0,90.32343558,11.48702234,14.39404051,0,129.711859,143.7529702,32.36570334,0,0,818.4710482
ENSG00000204025,0,6.426921835,0,0,0,0,0,0,0,0,0
ENSG00000243235,0,0.149701235,0,0,0,0,0,61.77153188,1.457308425,0,0
ENSG00000256614,0,0.005778523,0,0.523866539,0,0,0.265192609,0,0,0,0
ENSG00000255430,0,1.272561946,0,0,0,0,0,0,0,0,0
ENSG00000228363,0,10.99224237,0,11.28502924,0,0,391.7852059,0,171.7099075,16.48443762,1.995539706
ENSG00000236007,0,0,0,0,0,0,116.3390124,0,0,0,0
ENSG00000244161,0,131.3833024,0,5.584148977,0,0,2.617171851,0,0.00890445,0.328438165,5.53E-11
ENSG00000251531,0,9.643424129,0,0,0,0,0,0,0,0,0
ENSG00000166484,0,17.294686,0,14.85634721,2723.939836,195.9659245,1359.475293,0,2.160202378,0,221.5524243
ENSG00000196866,15.67595296,33.86107872,138.5062306,3.9769273,0,1281.580236,2092.548914,190.0640811,8.282081551,237.6901167,83.43000267
ENSG00000077327,0,8.554785822,0,19.61901596,0,56.21515205,46.99606151,7.091753141,2.913815695,2.149329464,5.01E-07
ENSG00000254777,0,115.6263764,3.354515495,4.055386731,0,692.8719941,1332.178887,572.6293625,10.68920084,0,101.2763571
ENSG00000168811,0,81.05022705,0,20.77194018,0,551.4066761,252.600327,99.33001992,0.039478551,0,312.8048017
ENSG00000234752,0,8.102895911,0,0,0,0,0,0,0,0,0
ENSG00000222515,0,0,0,0,0,18.38983241,0,6.908638087,1.507703088,5.714521626,0
ENSG00000239605,0,0.857131641,0,0.137855901,2.625255645,20.98344804,11.53408671,0,1.022248625,0,3.11E-33
ENSG00000229298,0,43.25121972,0,2.644684702,0,0,46.2744306,5.224849179,1.563444625,32.81399114,2.757066308
ENSG00000133392,0,5.791942045,0,0,0,0,0,0,0.078187134,0,0
ENSG00000199385,0,3.345921253,0,0,0,17.10639733,0,0,0,0,0
ENSG00000250412,0,0.748331658,0,0,0,0,0,0,0,0,0
ENSG00000255730,0,43.67036113,0,1.563867298,0,14.54796049,103.9501667,8.443313908,1.153792681,14.81580755,1.65E-16
ENSG00000196661,0,16.44946764,0,0.067090746,0,0,0,0,0,0,0
ENSG00000206927,0,0,0,0,0,0,1718.121563,0,0,0,0
ENSG00000215094,0,43.66457205,0,2.838095799,0,11.7112324,188.1857738,0,0,0,1.24E-28
ENSG00000118454,0,5.909846717,0,4.40393363,0,157.5506243,0,138.4595886,7.449293291,0,251.9670204
ENSG00000235368,0,11.7086221,0,0,0,0,0,0,0,0,0
ENSG00000100650,0,0,101.5755599,4.256946216,204.1933465,675.1369289,587.3688573,0,1.968508406,0,770.5907207
ENSG00000059769,0,22.31944716,0,16.85163415,0,426.0885151,305.907985,192.1361646,2.574674655,0,439.4765139
ENSG00000231606,0,1.547596871,0,0,0,0,0,0,0,0,0
ENSG00000230648,0,40.95202323,0,9.60642338,0,0,426.3420665,123.0330297,0,0,431.3803232
ENSG00000248234,0,18.98817494,0,0,0,2.376374338,3.086757149,0,0,0,1.46E-19
ENSG00000178896,0.118591669,35.54812817,0,18.81135818,0,6.8842716,348.913145,235.7983536,0.26508853,0,908.531634
ENSG00000214140,0,149.7523115,0,2.122626886,0,26.27708196,125.9624403,252.9852276,0.826072286,115.5022537,4.35E-06
ENSG00000213402,0,58.76731189,0,9.27476875,0,473.872353,843.8758628,1220.536031,2.401385311,1.662959403,36.41241021
ENSG00000166863,0,8.402257389,0,0,16.89754606,0,0,1.517514051,0,0,5.02E-37
ENSG00000221909,0,12.30385865,0,12.80548238,279.2956284,389.2051885,191.3479836,0,0.061556243,0.57549014,1375.930093
ENSG00000250141,0,0,0,0,0,0,0,0,0.149228882,0,0
ENSG00000224192,0,4.322387648,0,0,1002.004117,0,0,0,0,0,0
ENSG00000231684,0,1.016086935,0,0,0,0,0,0,0,0,2.63E-06
ENSG00000132821,0,98.7413154,0,5.944888558,2412.351774,0,11.22558772,5.639450791,3.105504706,7.187392601,1.83E-31
ENSG00000228679,0,0,0,0,0,0,0,0,0.019800374,0,0
ENSG00000011201,0,21.69436027,0,0,0,0,0,0,0,0,0
ENSG00000254101,0,0.860080772,0,0,0,0,0,50.14181885,0.40757589,0,0
ENSG00000100401,0,130.8443067,0,3.037258619,0,0,403.0373936,5.362011599,4.859289332,0,18.32162565
ENSG00000187957,0,34.61193735,0,0,2516.834878,0,0,0,0,0.297521535,0
ENSG00000205976,0,0,0,0,0,0,139.8638501,0,0,0,0
ENSG00000177548,0.040915473,73.82307442,0,7.825400681,0,650.9927393,1390.698216,247.0130802,2.514860484,242.9628362,531.8542331
ENSG00000254814,1.836277487,92.27572283,0,5.631359908,0,0,401.6260025,10.22060839,15.61180254,220.6064787,69.01789041
ENSG00000150361,0,2.639420003,0,0,0,0,0,0,0,0,0
ENSG00000164197,0,2.660338262,0,0,0,0,0,0,0,0,0
ENSG00000229522,0,13.47120338,0,0,0,15.40923547,59.67622467,30.07365426,0.512170898,300.32516,2.13E-32
ENSG00000226490,0,28.43075866,0,0,2132.633442,0,0,0,0,0,0
ENSG00000217718,0,2.524400947,0,3.147191807,0,29.33259412,63.14969796,40.79173117,0,165.04718,1.34E-12
ENSG00000220323,0,0,95.3974819,0,303.2558547,3306.810755,3389.479681,0,0,0,0
ENSG00000238392,0,0.630601697,0,0.023495154,35.0921757,273.2059793,1860.44273,0,0,63.43680268,1.54E-47
ENSG00000175892,0,101.8542467,0,0.542587784,0,0,11.1880464,0,0,0,1.98E-19
ENSG00000250321,2.286529481,11.85160867,145.6411754,5.589192592,0,116.7518059,1127.681794,0,1.598023197,0,2.08E-06
ENSG00000184634,0,15.01848801,31.64167969,9.716626302,0,47.9159742,77.69418052,0,10.00331438,0,759.3160295
ENSG00000249405,0,2.274007669,0,10.36996547,0,0,0,0,0,0,6.58E-10
ENSG00000199468,0,31.91814047,0,0,0,0,0,0,0,0,0.033033194
ENSG00000184261,0,10.93261584,0,0.432992528,2302.515248,0,0,0,0,0,0
ENSG00000177855,0,6.900482566,0,0,0,0,0,0,0.065721215,0,0
ENSG00000256506,0,0,0,3.005952855,0,305.5087506,43.41658813,0,0.022572403,0,1.15E-05
ENSG00000135747,0,13.62754818,0,2.283731882,0,0,237.3124998,114.9718072,0,1.367343044,0
ENSG00000255183,0,38.62327111,0,0,0,0,0,0,1.947406527,0,0
ENSG00000255656,0,0.018905143,0,0,1099.047444,0,1.380427908,0,0,1.707863467,0
ENSG00000200742,0,0.741668236,0,0.131967477,0,0,0,0,0,0,0
ENSG00000228243,0,0,0,0,0,0,13.58290781,0,0,0,0
ENSG00000133812,0,9.878731011,0,49.98785561,0,89.75061687,161.4176559,51.53219433,8.673019996,0,670.3162616
ENSG00000207815,0,1.353959436,0,0,0,0,37.46089005,0,0,0.622362056,8.65E-23
ENSG00000124208,5.73690359,104.6342617,0,22.78835039,0,176.369279,700.792239,0,1.444739419,2.419967139,197.9301519
ENSG00000254715,0,1.299890272,0,0,0,0,18.61621547,0,0,46.93904913,0
ENSG00000229315,0,29.64889551,0,0,0,0,0,0,0,0,7.37E-13
ENSG00000143631,0,1.813425341,0,0,0,0,0,0,0,0,0
ENSG00000147117,2.900438872,12.8686387,47.60504386,5.537106815,0,0,462.7427714,0,0.513426567,0,0.000117527
ENSG00000172465,0,17.39840285,0,4.078180512,0,0,0,0,0,1702.499382,38.55022874
ENSG00000232427,0,45.74645428,0,6.592879576,0,161.3811535,1309.265506,99.14183999,11.34883073,26.80185947,0.681837143
ENSG00000179921,0.870664137,85.53502657,0,1.321072943,0,0,393.2496518,32.24986092,0.299966638,0,0.115535491
ENSG00000197991,0,7.751990908,0,0,0,0,0,0,0,0,0
ENSG00000205213,0,5.26629238,0,0.034473461,0,151.7531191,0,0,0.114438979,0,0
ENSG00000249439,0,1.722780077,0,0.864527232,0,0,0,0,0,0,0
ENSG00000233235,0,0,0,162.475467,0,0,0,0,0.068674086,0,0
ENSG00000248831,0,11.1636808,0,0,0,0,0,0,0,0,0
ENSG00000226251,0,0.008630782,0,0,0,2.062918759,0,0,2.012765798,0,0
ENSG00000250903,0,15.20029146,0,111.65436,0,0,417.0477562,0,0.033787346,0,219.9726182
ENSG00000247193,0,87.64662669,0,0.652454421,0,0,0,100.2712999,3.714303061,75.96709591,51.23279562
ENSG00000187902,0.171195674,10.42805042,0,0.073433445,1219.94053,5.894652765,370.8786337,0,0,10.01298018,4.09E-43
ENSG00000144331,0,0.419189684,0,0,0,0,0,0,0,0,0
ENSG00000185947,6.276538719,70.96450212,0,14.93607856,0,338.4478156,1677.199235,203.490519,11.25466793,92.88864197,617.7419112
ENSG00000255208,0,47.59585907,0,3.34778105,0,186.7223479,0,0,0,0,9.56E-34
ENSG00000224904,0,11.23670103,0,0.145270055,106.3076666,0,0,0,0,0,8.41E-27
ENSG00000204136,0,16.07365784,0,0,0,0,0,0,0,0,6.77E-08
ENSG00000164164,0,39.93933526,0,11.319936,0,730.6939483,789.920298,0,6.528554853,0,214.0773113
ENSG00000200731,0,50.01873861,0,0.666984809,0,20.36973377,25.69774257,8.71873614,0.282697448,6.453108574,4.55E-27
ENSG00000152760,0,14.99489873,0,0,0,0,0,0,0,0,0
ENSG00000166548,0,36.41348838,0,264.277388,0,0.707929923,4.939615342,0.579031582,0.788340893,0,41.98851555
ENSG00000179091,3.152295634,191.6087486,0,8.771933807,0,182.9914319,810.9305696,96.46988759,6.620087372,0,1626.22339
ENSG00000254924,0,0,0,0,0,0,1.153144301,0,0,0,2.64E-27
ENSG00000160298,5.361547165,72.15054973,0,50.19274751,0,0,2454.145954,0,0,0,26.9344822
ENSG00000199407,0,24.37130118,0,0,5.460869107,0.268323791,8.609949217,5.916750624,1.008078573,0,7.04E-24
ENSG00000187773,0,0.892029823,0,0.26006439,0,0,0,0,0.44090627,0,0
ENSG00000122180,0,35.81371342,0,0,0,0,0,0,0,0,0
ENSG00000206107,0,41.87887519,0,0,0,0,0,0,0,0,0
ENSG00000176227,0,54.045835,0,0,0,0,0,0,0,0,0
ENSG00000203883,0,379.747645,0,6.415196471,0,68.05792793,107.9088832,0,0.192185486,6.428325924,81.44257653
ENSG00000225975,0,10.16524773,0,6.000150632,0,0,104.9095955,0,4.780834592,2.448411812,86.34064267
ENSG00000184545,0,57.06756031,0,0,0,10.81984241,0,0,0,0,0
ENSG00000251196,0,19.42175096,0,98.68179515,125.7944835,18.45547622,25.73667628,6.267862731,0.166714611,0,2.93E-33
ENSG00000049860,0,72.8016799,0,16.0844003,0,1179.865421,202.4186292,0,4.304985659,219.0284017,0
ENSG00000222954,0,2.902315946,0,0.30589242,0,15.60723838,10.3969649,0,0.288841784,0,1.60E-30
ENSG00000225554,0,23.86069248,0,0,0,0,0,0,0,0,0
ENSG00000225298,0,0.263594449,0,0.104110891,0,0,0,0,0,0,0
ENSG00000205593,0,247.0747122,0,0.372346151,0,146.7467486,388.8042719,137.9672129,0,27.0545031,284.3358203
ENSG00000174279,0,95.21206153,0,0.660805677,0,6.002543671,0,0,0,0,1.50E-23
ENSG00000256483,0,0.051866451,0,0,0,0,0,0,0.007190308,0,0
ENSG00000176978,0,85.12162527,6.789606476,6.950117896,23.63810391,77.2751848,415.2303323,148.2835665,6.296494176,1968.751718,137.2175728
ENSG00000207769,0,0.075363478,0,0,0,0,0,0,0,0,0
ENSG00000179938,0,10.24477257,0,0,0,0,291.5920786,0,0,0,0
ENSG00000221091,0,28.34808781,0,0,0,10.75126221,0,0,0,0,2.97E-44
ENSG00000159374,0,0.038533104,0,1.028675496,0,0,320.8848418,0,0,0,0
ENSG00000253998,0,53.69962873,0,0,0,118.139924,0,0,0,0,0
ENSG00000256641,0,1.028183916,0,0,0,0,0,0,0,0,0
ENSG00000132003,9.910402666,65.10844381,2.019512943,7.336712956,0,2.512191661,3216.854162,1663.644279,28.5087439,133.5951235,36.08463659
ENSG00000203548,0,23.88323526,0,4.169946202,0,15.80458045,274.1212857,406.5618729,4.574864718,32.11938796,2.86E-05
ENSG00000255079,0,0,0,0,0,0,0,0,0,144.1962213,0
ENSG00000113971,0,34.93976079,0,18.53250265,0,0,239.7967373,0,0,0,0
ENSG00000227562,0,0.207979362,0,0,0,0,0,0,0,0,4.62E-49
ENSG00000113739,0,37.47534074,0,0,0,0,226.8789655,0,0,132.2215095,3.78E-05
ENSG00000230102,0,8.931620949,0,9.150316818,0,0,143.3858186,0,0,0,0
ENSG00000214602,0,3.406485293,0,0,0,0,0,0,0,0,0
ENSG00000147535,0,18.44112413,0,2.873076012,0,117.164048,171.8633313,67.44676259,0.011089064,0,242.1892763
ENSG00000252485,0,25.31064678,0,0,0,0,0,0,0,0,0
ENSG00000238103,0,0.026603166,0,0,0,0,0,0.82452527,0,0,0
ENSG00000137171,0,2.92689807,0,3.758642953,0,21.38407327,62.32840969,20.01341877,0,3.249549333,4.18E-21
ENSG00000229182,0,0,0,3.613319756,0,0,0,0,0,0,0
ENSG00000244073,0,0.025058249,0,0.014838709,0,0,1.449508038,0,0.012973413,0,0
ENSG00000249764,0,0.183536737,0,0,0,0,0,0,0,0,0
ENSG00000185920,0,9.519913291,0,4.884374377,12.48491656,1.825570263,192.3973859,0,4.089882226,385.4007711,1.02E-12
ENSG00000233539,0,1.245184952,0,0,0,0,0,0,0,0,0
ENSG00000201413,0,14.87307785,0,0.310527631,0,13.98725596,27.45331957,0,0.070976511,1.355894812,8.11E-19
ENSG00000203965,0,9.363903764,263.8570469,0,262.4998324,172.9869266,244.3358917,327.6186242,0,0,187.7758478
ENSG00000222973,0,4.171923402,0,0.04076718,0,0,0,0,22.3853672,0,2.57E-07
ENSG00000239633,0,19.02876666,0,0,0,0,0,0,0,0,0
ENSG00000246576,0,0,86.50506389,3.606551499,172.9958009,571.9865791,504.3745407,0,1.667751149,0,27.97069599
ENSG00000224079,0,50.1784006,0,1.326007329,0,38.1330342,138.0382043,0,0.841275958,9.544567329,3.25E-13
ENSG00000256673,0,5.553190506,0,0,42.51845114,0,82.6095806,0,0,20.33204702,0
ENSG00000216762,0,2.251604896,0,0,0,0,0,0,1.135400738,0,3.68E-31
ENSG00000204989,0,0,0,0,0,0,0,0,0.444922445,0,0
ENSG00000230176,0,8.093361959,0,0.325149186,0,0,0,0,0,0,6.65E-34
ENSG00000183559,0,85.2285556,0,0,0,0,0,0,0,0,6.92E-06
ENSG00000161944,0,3.851020364,0,0,0,4.579343026,79.27772586,0,0.221795172,2.173255229,8.17E-30
ENSG00000011422,0,61.96962263,0,0,0,0,546.8682976,0,0,0,4.12E-19
ENSG00000231024,0,116.7201363,0,0.577161126,0,0,11.07095645,0,4.135917096,0,6.34E-18
ENSG00000197933,0,405.1315822,0,6.767650392,0,0.443935557,1074.128996,0,0.009983317,0,80.93821296
ENSG00000254688,0,1.715730396,0,0,0,0,0,0,0,0,0
ENSG00000214772,0,89.45413786,0,0,0,0,0,41.73571133,0.025743277,0,0
ENSG00000238767,0,16.53389735,0,0,0,18.12738234,52.93932152,51.74907237,2.374220143,4.755423391,1.39E-28
ENSG00000201850,0,51.41259818,0,5.571034062,0,0,227.6140676,0,248.9163448,86.10936645,2.30E-05
ENSG00000239920,0,1.555560869,0,2.031195027,0,177.8419389,0,0,2.202117851,0,1.56E-10
ENSG00000197013,0,0.476626672,0,51.48547717,0,0,235.5194538,0,0,0,615.5477914
ENSG00000207703,1.553505143,48.38259541,0,0.632315259,938.7576859,132.1400464,250.6980762,0.815501686,3.731950283,2.29673372,7.28E-06
ENSG00000233436,0.924654313,32.17712037,0,0.280991472,38.62701491,76.20011083,193.1395497,47.59450746,0.374094549,85.41903575,9.38E-15
ENSG00000205002,0,17.13629296,0,0,0,0,0,0,0,0,0
ENSG00000206043,0.04288711,6.46444376,0,0.134346009,0,0,24.25979874,0,0,0,0
ENSG00000249889,0,27.30960647,0,0,17.2840385,0,861.4739624,0,0,0,0
ENSG00000233735,0,7.75293481,0,0,0,0,0,0,1.913124737,0,0
ENSG00000185231,0,0.226995343,0,0,0,0,0,0,0.055672972,0,0
ENSG00000108576,0,65.05247019,0,0,0,168.7240226,1.366695637,0,0,0,2.41E-27
ENSG00000093217,0,82.30365499,0,3.572222789,298.7525526,0,266.1197846,0,0,281.5740096,290.4467009
ENSG00000182150,0,7.802784216,0,7.762983656,104.7000266,550.0547739,779.7570845,320.8604503,2.132995882,0,2408.046435
ENSG00000251949,0,1.138844059,0,0,0,0,0,0,0,0,0
ENSG00000250949,0,2.515636222,0,0,0,0,0,0,0,0,0
ENSG00000101892,0,11.09795828,0,0.084506601,0,0,0,0,0,0,0
ENSG00000248469,0,0,0,0,0,0,101.9571314,0,0,0,0
ENSG00000244546,0,0,0,0,124.2127508,81.30627157,385.022076,0,0,0,0
ENSG00000143278,0,4.491809739,0,0,0,0,0,0,0,0,0
ENSG00000255874,0,0,0,19.13979587,0,0,0,0,0,0,0
ENSG00000211770,0,61.36603325,0,28.29716375,0,50.18234445,283.2337361,15.22374856,0.469833828,0,0.000112955
ENSG00000222389,0,1.160510668,0,0,0,0,0,0,0,0,9.93E-31
ENSG00000226754,0,5.622464198,0,3.431700733,6.878498563,186.7800526,472.1809063,525.2291141,4.558389684,0,146.9746033
ENSG00000136698,0,0,0,0,0,0,75.24069437,0,0,0,0
ENSG00000230498,0,0.326090494,0,0.239117433,204.75853,0,0,0,0,0,0
ENSG00000124429,0,5.110810051,0,0,0,0,0,0,0,0,104.6871791
ENSG00000245750,0,3.41492605,0,0,0,0,0,0,0,0,1.58E-23
ENSG00000238362,0,2.295595121,0,0.917277368,0,7.906789623,3.678257623,4.351192019,16.91706474,0,0.000681724
ENSG00000212998,0,3.173223968,0,18.25034985,0,0,6.320451318,0,3.817735331,0,106.6682875
ENSG00000244329,0,11.62970305,0,0.516122378,0,0,0,0,0.119362707,0,0
ENSG00000162771,0,18.42485714,0,0.011832215,9.791338094,16.73357445,17.82452555,21.83734445,0.012572865,0,1.36E-08
ENSG00000234747,0,185.8030864,0,1.268931109,0,122.3993892,388.5178513,25.71871193,4.374374099,0,4.46E-09
ENSG00000253563,0,19.7405714,0,0,0,0,0,0,0,0,0
ENSG00000240821,0,32.26876932,0,23.51340262,0,50.70084555,283.8318267,43.63093554,1.508584395,34.47665426,7.92E-11
ENSG00000164237,0,2.465001655,0,6.586133702,0,0,0,0,7.311964798,0,0.000701937
ENSG00000255229,0,0,0,0,43.35520693,0,0,0,0,0,0
ENSG00000141293,0,0.235295056,0,3.905675825,0,0,28.95933353,0,4.798485303,0.612867393,49.52509289
ENSG00000232019,0,0.057990035,0,0,0,0,0,0,0,0,0
ENSG00000102882,0,17.33615667,0,0.047684939,3.175700222,1.179375222,66.97096297,0,0,959.8832618,297.64507
ENSG00000163528,0,16.82220539,0,112.5423855,1550.974787,99.53628868,318.4634022,0,0.045270633,0,650.3909355
ENSG00000204701,0,10.43861012,0,0,0,0,0,0,0,0,0
ENSG00000143811,9.847609315,6.752224099,0,8.28919722,0,208.6010284,1561.105397,174.9365687,0.013648046,833.6730747,570.5511066
ENSG00000217482,0,0,0,0,0,0,14.48880178,0,0,0,0
ENSG00000211891,0,5.445123342,0,0.122223939,3.081858819,30.8079284,99.7030262,0,0.326002189,10.47302529,8.50E-32
