Gene,CFOS,CTCF,EGR1,NRF1,NRSF,POU2F2,SP1,SRF,STAT3,USF1,YY1
ENSG00000170468,0,14.86103435,0,11.38591727,0,274.0541661,246.808651,0,7.531386207,0,86.02196039
ENSG00000228398,0,10.16013475,0,0.753584107,0,22.60961936,53.91463841,0,0,0,5.70E-17
ENSG00000006695,0,3.361843087,0,4.389493458,189.119103,305.3798213,417.5138965,0,0,0,2436.881279
ENSG00000184735,0,8.026428607,0,0,0,0,0,0,0,0,0
ENSG00000189127,0,0.032184953,0,0,0,0,0,0,0,0,0
ENSG00000176318,0,0.058331226,0,0,0,0,0,0,0,0,0
ENSG00000233951,0,0.400644405,0,0,0,0,0,0,4.843278974,0,0
ENSG00000248420,0,2.694893863,0,0,0,0,37.77319961,0,0,0,2.00E-25
ENSG00000241155,0,24.37952755,0,5.676308971,0,433.0535954,437.3457155,323.3739739,14.25901768,0,41.53040546
ENSG00000111816,0,3.258118302,0,6.063817583,0,0.517822139,1.100929331,0,3.535120962,0,2.56E-46
ENSG00000227318,0,0,0,0,0,0,0.584450447,0,0,0.837718518,0
ENSG00000115602,0,11.58212017,0,0.497117953,0,0,0,0,0.384252586,0,0
ENSG00000197579,0,46.61810965,324.9245459,13.87423913,0,183.0012899,510.7420247,12.03470621,11.88696369,725.9343948,2558.801672
ENSG00000117400,0.133123876,6.944552368,0,0.048064469,0,1.846928762,39.92017133,0,0,0,4.07E-34
ENSG00000126945,10.80666049,30.13076691,0,0.244217876,3.411400957,116.2689529,659.7524864,0,4.691113984,1221.37722,224.2641108
ENSG00000242209,0,53.08987893,0,2.326823796,0,34.92306381,5.099137714,2.695648049,1.958742089,0,2.39E-33
ENSG00000252262,0,1.163402066,0,0,0,0,0,0,0.032356095,0,0
ENSG00000204899,8.859441949,5.106833026,101.613829,12.38341467,0,312.0020853,2175.379824,0,4.966020829,0,246.5821432
ENSG00000225803,0,44.17156109,0,0,0,0,0,0,2.825980223,0,2.85E-09
ENSG00000142168,0,48.69743957,0,7.088371645,0,184.8055689,1454.201788,0,5.883378707,0,537.025693
ENSG00000252889,0,12.42790276,0,0,0,0,0,0,0,0,0
ENSG00000141076,0,36.91360417,0,16.45001457,0,0,121.0604063,0,0,240.3119812,1122.949656
ENSG00000024862,0,36.0674496,0,2.673561604,0,0,663.7397241,0,0,0,468.042346
ENSG00000256781,0,4.325337542,0,0,0,0,0,0,0,0,0
ENSG00000204876,0,8.910668093,0,0,0,0,0,0,0,0,0
ENSG00000185838,0,75.4945549,254.5877656,20.78321623,0,0,451.2290804,0,0,0,0
ENSG00000233836,0,0,0,0,0,0,906.9138379,0,0,0,45.00070424
ENSG00000213526,0,16.02601742,0,0,0,0,0,0,0,0,0
ENSG00000239443,0,2.793720788,0,24.50408617,0,0,0,0,0.461602019,0,0
ENSG00000231139,0,82.30437334,0,0.121811757,0,0,16.7513082,0,1.442453515,0,2.82E-12
ENSG00000200011,0,8.977457484,2.76716407,3.448350938,0,0,6.29756188,0,0.630160078,0,3.52E-09
ENSG00000160993,0,64.64515185,0,30.7170539,0,129.9907244,509.3746149,15.94682136,0.083913,2.63889147,819.3378969
ENSG00000157315,0,10.97405795,0,1.029117661,0,18.21226724,22.9584203,9.863829003,0,0,4.34E-18
ENSG00000037474,0,13.28429466,0,17.43851836,0,110.4271653,273.0666594,0,2.185162506,611.203849,106.0060648
ENSG00000226582,0,26.1595092,0,0,0,6.526433049,0,0,0,0,0
ENSG00000112584,0,62.81573567,0,9.097110373,0,263.3322303,10.95734404,0,0.111187265,187.3886377,1.73E-26
ENSG00000243642,0,0,0,0.063862437,0,0,1.424486821,0,0,0.556897485,1.28E-47
ENSG00000228136,0,0,0,0,0,0,592.8503691,0,0,0,0
ENSG00000200075,0,1.282514728,0,0,0,0,0,0,0,0,0
ENSG00000164776,0.407210128,3.358106337,0,4.909881509,0,10.38487856,117.4379854,17.37160759,0.267446555,0,2.45E-22
ENSG00000139890,0,26.46232335,40.68350806,101.744323,0,0,631.3525769,64.14357122,1.234619935,0,5.33E-05
ENSG00000243596,0,0.689870858,0,0,0,0,0,0,0,0,0
ENSG00000121940,0,19.05716169,0,3.890247806,0,329.1755783,781.5146219,115.2189119,0,0,157.2617354
ENSG00000224445,0,4.333562744,0,0,0,0,0,0,0,0,0
ENSG00000238566,0,0,0,0.04875707,0,0,19.48335916,188.6440338,1.443064057,0,5.89E-15
ENSG00000250576,0,17.74675604,12.89993303,0.648489409,0,5.377115331,17.27030206,0,0.37906584,0,5.29E-25
ENSG00000164626,0,39.80168425,0,8.841724775,0,0,0,0,0,74.97789285,0
ENSG00000251020,0.044522566,14.56556195,0,12.03734908,0,31.65769481,131.2079468,0,20.59576984,242.2588532,0.052928047
ENSG00000228139,0,0.219268602,0,0,0,0,0,0,0,0,0
ENSG00000246005,0,11.1152118,0,77.18795774,0,0,295.8346663,0,0.049120986,0,0.123625688
ENSG00000206417,0,116.013891,0,12.35914254,0,1424.057178,283.2635453,0,7.414463344,0,49.95570452
ENSG00000248853,0,0,0,0,0,2.954410439,0,0,0,0,0
ENSG00000125975,0,21.15515802,0,12.13351429,0,0,167.7403601,0,0.920148123,0,3.56E-20
ENSG00000171634,0,157.1444806,0,11.34393568,0,334.9025476,885.1093295,0,0.406111949,988.6698871,2323.98961
ENSG00000255808,0,72.70119761,0,119.4518757,0,4.285994921,3.623523811,0.909404572,0.027523347,0,117.360182
ENSG00000112651,0,33.12376565,0,13.45132034,0,93.957862,943.921983,772.6687338,0,98.79476261,714.7390921
ENSG00000241883,0,15.30422542,0,0,0,0,45.27342608,0,0,0,0
ENSG00000000971,0,6.175527796,0,0,0,0,0,0,0,0,0
ENSG00000256253,0,47.5433034,0,0,0,0,0,0,2.19065577,0,0
ENSG00000065923,0,88.88565154,0,12.1454064,0,0,0,0,5.891702357,0,152.5574649
ENSG00000230686,0,15.8830581,381.0248012,9.286903451,304.1716591,1006.802812,1772.331192,120.9589383,7.614614094,576.4095791,0.010345057
ENSG00000248640,0,6.620854421,0,0,0,0,8.886890375,0,0,0,0
ENSG00000104936,0,155.5957888,0,8.628390697,30.85537218,25.49559076,421.1683636,29.88611422,0.708890093,0,3.09E-15
ENSG00000218596,0,0.47914203,0,0.326213636,0,9.131125468,0,0,7.527082116,0,0
ENSG00000256041,0,33.70108951,0,0,0,0,0,0,0,0,1.24E-12
ENSG00000174013,0,19.37604459,0,5.556616127,0,187.672298,720.5819001,468.5346033,0,0,2652.23349
ENSG00000238317,0,3.532437647,0,0.993401647,0.737723752,0.999437279,0.626297566,0,1.018271182,3.559306319,3.17E-37
ENSG00000226579,0,6.109858877,0,0,0,0,0,0,0,0,3.17E-21
ENSG00000172318,0,0.042322074,0,0,0,0,0,0,0,0,0
ENSG00000175514,0,11.86631775,0,1.687520091,0,86.23479682,208.1274554,149.0797292,0.293575081,25.67194569,2.91E-11
ENSG00000182158,11.20336436,124.352253,0,12.62040018,0,0,2780.375964,4.495625429,10.33609711,8.371782426,163.4782683
ENSG00000184047,0,0,384.3561528,14.88278932,2414.700274,305.3669118,1269.379199,191.3401087,0,0,5.895434639
ENSG00000252481,18.43986794,50.65212917,108.4235396,2.221856704,0,149.7398421,2323.018322,0,0.03779403,0,0.760044959
ENSG00000232310,0,1.697159431,0,0,0,0,0,0,0,0,1.35E-30
ENSG00000165526,16.11800454,8.602528672,0,13.68519804,0,106.9596165,429.2338605,0,0.034722666,2977.818047,2684.252019
ENSG00000163635,0,7.475262631,0,22.32299344,0,0,0,0,0,0,21.64783511
ENSG00000233910,0,27.3464924,0,0,0,0,0,0,0.075177506,0,2.27E-31
ENSG00000222313,0,0,0,0,230.5788241,0,0,0,0,0,0
ENSG00000214980,0,44.89441016,0,0,0,0,0,0,0,0,0
ENSG00000236409,0,33.75927849,0,32.64115688,0,3.874160137,248.0493929,0,0.065504091,0,0.052969228
ENSG00000231855,0,2.016229243,0,0.046821025,0,0,4.757113711,1.157843321,0,0,1.04E-41
ENSG00000246548,0,31.49395098,0,4.010298007,9.089861865,180.4356501,488.9311019,126.6909604,3.442632273,0,84.46798975
ENSG00000241869,0,2.413365936,0,13.60703498,1.916122291,105.6133112,319.3084837,0,2.307399377,0.329865574,0.001496399
ENSG00000231404,0,0.49038265,1.777900803,0.160955568,0,0.941078939,2.972983126,1.227978299,0,0,1.25E-38
ENSG00000227067,0,88.65789842,0,7.017067691,0,0,1289.079452,0,0.10909659,0,0
ENSG00000251219,0,0,0,0,0,0,0,0,0.049639283,0,0
ENSG00000051128,0,179.3073135,1.716656902,0,0,9.596124743,43.02152797,161.0380407,0.031376608,0,2.96E-35
ENSG00000179981,0,42.6359297,0,23.4130346,0,0,343.5440437,2360.902671,7.879692714,0,142.7475192
ENSG00000173848,0,0.945373458,0,0.035014491,0,0,861.3854455,0,0,0,865.1159876
ENSG00000187642,0,99.50659788,0,12.86814703,0,0,26.95893835,0,2.807945762,16.28356041,0.015983423
ENSG00000240514,0,0.009791985,0,0,0,0,0,0,0,0,0
ENSG00000229907,0,0.868388968,0,0,0,0,54.00087631,0,0,0,0
ENSG00000197410,0,6.859996337,0,0,121.0438792,0,0,0,0,0,0
ENSG00000112182,0,80.56260363,0,0,0,24.39816821,41.68912574,0,0.450082278,0,0
ENSG00000246011,0,62.87394571,0,8.110399106,0,0,0,0,0,0,59.71457205
ENSG00000204961,0,5.758177121,0,0,0,0,0,0,0,0,0
ENSG00000234635,0,0,0,5.317883871,0,21.62684676,0,0,2.190948123,33.85073155,1.63E-12
ENSG00000137251,0,1.445012051,0,0,0,0,0,0,0,0,0
ENSG00000128285,0,43.95582671,0,0,4.51983863,0,7.705706405,0,0,20.4528578,3.38E-45
ENSG00000228735,0,0.556176862,0,0,0,0,0,0,0,0,0
ENSG00000225180,0,2.587109088,0,0,0,0,0,0,0,0,0
ENSG00000166368,0,1.631439057,0,0,0,0,0,0,0,0,0
ENSG00000251723,0,7.261328756,0,0.326566977,0,0,3.242552891,3.378914367,0,56.87950956,8.11E-41
ENSG00000250309,0,13.52193133,0.687917897,24.54383663,0,0.698241218,0.811000538,0.901190944,0.025679733,0,2.14E-25
ENSG00000164078,0,30.10391679,0,16.85745689,0,0,1.476775214,0,0,1.80196417,75.49402316
ENSG00000182923,0,51.46646763,0,8.072352022,0,371.041682,1469.553122,107.975549,2.156503488,460.2466663,126.2632012
ENSG00000176378,0,5.671175757,0,1.099362091,0,0,2.059719428,0,0,0,0
ENSG00000254514,0,0,0,0,1885.840605,0,0,0,0,0,0
ENSG00000256502,0,1.259954813,0,0,0,0,0,0,0,0,0
ENSG00000227227,0,17.74168295,0,2.182883113,0,0,0,0,1.505450312,0,0
ENSG00000230815,0,0,0,0.074704867,0,145.3427718,72.08540796,0,0,0,2.49E-28
ENSG00000109819,0,7.545623956,0,0,0,0,0,0,0,0,0
ENSG00000251455,0,0.120033833,0,2.293908378,0,0,0,0,0,0,0
ENSG00000161057,0,14.60121128,0,0,0,231.1325453,471.4800041,384.0095116,7.329979623,0,195.3364684
ENSG00000228150,0,183.3634843,369.3988219,2.922970667,0,354.0140518,1203.775304,388.6802804,5.835775039,0,184.2540644
ENSG00000252123,0,36.12758015,0,0.243179557,0,0,19.04080374,68.93535734,0.043718881,0,6.51E-24
ENSG00000172244,0,4.956763076,0,0,0,0,255.8381589,0,0,0,238.0017181
ENSG00000189241,0,89.25675662,0,14.48205082,0,109.8103627,348.3339728,31.88364959,4.802820043,0,424.8158073
ENSG00000182511,0,120.4885681,2.401853444,12.76328382,0,0,13.72948346,2.043271042,0.581527032,84.85381407,0.010776809
ENSG00000224897,0,5.719858012,0,7.622674089,0,0,322.5530644,0,113.6277736,0,410.4467447
ENSG00000256111,0,1.861920806,0,0,0,0.782679923,2.978891642,3.381725172,5.287779667,0,2.48E-26
ENSG00000100796,0,23.49332247,445.6654501,3.190159679,99.69549244,557.7279256,2609.017129,501.5041882,0.537161903,0,900.6866262
ENSG00000240653,0,3.489162931,0,0,0,158.1704287,1531.543928,0,93.81708816,0,0
ENSG00000214814,0,0.099755355,0,0,0,0,0,0,0,3.198774027,0
ENSG00000231983,0,7.246672298,0,1.093544252,0,0,2.26343618,0,0,0,0
ENSG00000225661,0,0.314325902,3.844983574,0,0,0,26.27058354,0,0.247345289,0,3.80E-19
ENSG00000233885,0,3.864260534,0,2.236435172,0,0,0,0,0,0,0
ENSG00000165240,0,51.98921081,0,0.148145761,0,6.592831927,36.22043772,0,4.735617993,304.788162,5.65E-17
ENSG00000248440,0,4.811989464,0,0,0,0,0,0,0,0,0
ENSG00000180739,0,44.16381736,7.175952872,0.417485963,5.573394836,21.85772403,53.78165213,9.593424439,0,0,4.21E-23
ENSG00000245640,0,21.55415814,0,2.65603707,0,351.9211246,126.3994517,0,0.820358819,46.20905264,2.15E-15
ENSG00000172020,0,0,0,0,0,0,0,0,0.042602043,0,0
ENSG00000163870,0,34.65679709,233.1134468,24.90711373,0,127.1927317,1205.271427,112.1129525,5.595837614,960.2936463,537.4784544
ENSG00000029639,0,29.54480822,0,4.767925814,0,181.2915326,505.7220144,0,0.147419308,323.2957762,857.0477372
ENSG00000238441,0,2.898813761,0,0.147418733,0,0,0,0,0,0,0
ENSG00000139218,0,210.4394636,0,18.52192955,0,257.4786029,849.4382368,171.9782178,2.634656876,0,130.078411
ENSG00000251183,0,0,0,0,0,0,0,140.1493509,0,0,0.043737833
ENSG00000232281,0,20.92150141,0,0,0,0,0,0,0,0,0
ENSG00000254695,0,30.85203914,0,0,0,0,0,0,0,0,2.08E-09
ENSG00000224003,0,0.056898989,0,0,0,1.599643452,0,0,0,0,1.74E-15
ENSG00000199785,0,50.31004274,101.9666789,13.38126262,74.41118077,227.1713632,1425.19514,599.6805868,2.151607978,0,0.269524766
ENSG00000101194,0,110.682304,0,50.78945185,0,10.99466953,1379.005817,0,5.945940279,412.0440169,1.49E-22
ENSG00000149483,0,46.50061047,0,6.51466018,0,409.3235127,442.3428468,0.430474329,1.499956753,62.47187075,987.3000515
ENSG00000257009,0,66.83160789,0,0,0,0,0,0,0,0,0
ENSG00000005884,0,89.48688637,0,0,0,0,0,0,0,0,9.93E-40
ENSG00000100211,0,1.993300738,0,13.03029537,0,1.68140398,159.5789214,1.310310275,0,0,531.8912366
ENSG00000183617,0,239.6918821,0,33.50364511,0,352.1673516,600.8990292,598.657259,3.919285175,0,509.8324362
ENSG00000229923,0,84.24860002,0,0,0,0,0,0,2.792783704,0,5.243501575
ENSG00000156282,0,0.108584386,0,0,0,0,0,0,0,0,0
ENSG00000112981,0,11.37684012,0,0,0,0,0,0,0,0,0
ENSG00000250659,0,43.98166613,0,9.379697915,7.346506155,21.49807931,124.9095541,3.882593192,0.384558363,0,6.02E-15
ENSG00000239283,0,13.17158213,80.55280136,7.850721124,0,0,0,0,0,0,0
ENSG00000204165,0,17.5583773,46.56621271,73.7044371,0,71.3679536,310.5268003,0,9.433360595,0,7.85E-07
ENSG00000204533,0,15.12541913,0,1.298254986,93.84148024,15.10956413,128.0957728,34.58677254,0.007376792,0,3.26E-15
ENSG00000178934,0,11.31897524,0,0,0,0,250.9485366,0,0,0,3.26E-32
ENSG00000199270,0,0.790520188,0,7.005399159,184.8407678,334.7156389,284.0621013,0,0,0,0
ENSG00000187608,0,91.15239008,0,12.62832278,0,315.8583393,468.7105006,653.8596176,0.357597642,1.302852427,98.0034972
ENSG00000199866,0,11.62608421,0,5.465091512,0,113.1742834,506.7246769,0,2.078573173,0,0
ENSG00000162621,0,7.979132587,0,0,433.441739,0,0,0,1.129768074,0,0
ENSG00000203413,0,0,0,2.879725381,0,0,3.009460193,1.827340846,0.212964173,0,3.24E-32
ENSG00000212197,0,16.94301722,0,4.087752613,0,65.47722607,85.01380503,61.79160055,2.143777732,0,0
ENSG00000226524,0,2.243100664,0,0,0,0,0,0,0,0,0
ENSG00000226242,0,8.764025116,0,0,0,0,0,0,0,0,0
ENSG00000201747,0,2.32873812,0,0.414803142,0.524732727,96.99334202,14.23063162,26.37756174,0.128390009,0,0
ENSG00000225303,0,0.012665202,0,0,0,0,0,0,4.563889499,0,0
ENSG00000230873,0,14.37738872,0,0,0,0,0,0,0,0,0
ENSG00000249251,0,19.8518433,0,0,0,14.88498102,39.10639397,0,0.618985127,0,4.65E-09
ENSG00000167536,0,184.1728201,0,9.894058968,0,0,448.0294274,0,3.049927353,0,573.5000003
ENSG00000145103,0,67.1166324,0,3.839541081,6.665547608,324.6267623,152.4574831,1.95518038,6.156966092,0,0
ENSG00000238459,0,28.33221396,0,4.616946726,0,74.97629013,161.848023,40.74170409,2.208894054,0,6.59E-09
ENSG00000236677,0,0,0,27.8924884,0,111.5561164,471.7694502,0,1.258172805,85.15888197,1263.865346
ENSG00000229766,0,58.64554797,0,22.03344993,0,159.1611311,431.6345372,0,0,0,194.4806334
ENSG00000255879,0,9.799760794,0,15.39733356,0,59.75136144,343.5154098,0,0,0,2.61E-07
ENSG00000102805,0,33.63722181,0,36.85521149,0,99.5014668,293.7756519,270.3146531,6.901611597,0,4.256131464
ENSG00000090539,0,19.44213988,0,1.219502919,0,0,8.978428475,0,0,0,2.36E-27
ENSG00000243367,0,5.904964324,0,0,0,0,0,0,0,0,0
ENSG00000252267,0,12.63117142,0,1089.910221,0,0,0,0,0,24.5634111,0
ENSG00000237083,0,4.060206059,0,0.035143919,0,0,0,0,0,0,0
ENSG00000159259,0,13.84005265,0,6.306433581,0,0,888.4891809,0,0,0,0
ENSG00000008283,0,119.053322,0,2.93337841,0,0,401.891932,98.27774501,0,0,111.3745757
ENSG00000231769,4.377780719,28.42611414,0,10.33381421,0,0,939.834766,0,2.468114207,0,0
ENSG00000224966,0,35.48016359,0,2.587901003,49.41148023,19.2778583,25.84779024,3.869635979,0.194568761,0,1.21E-06
ENSG00000164114,0,20.24749148,0,9.998673006,0,0,250.8039452,0,8.724681279,0,0
ENSG00000158109,10.83406728,177.6343851,0,18.38853227,0,0,2805.793269,0,0,0,26.01282477
ENSG00000088970,0,57.83448456,0,3.089252054,5.493187608,0,379.3730004,0,0.67448081,2.241896326,141.0665264
ENSG00000169313,0,31.76445092,0,285.9094048,0,0,0,0,2.71239527,0,0
ENSG00000238596,0,0.031399723,0,0,0,0,0,0,0,0,0
ENSG00000232025,0,0.199005106,0,0,0,0,0,0,0,0,0
ENSG00000136044,0,17.30398727,109.9626235,2.427924746,0.424809388,98.61119299,0,0,0,30.32556018,229.573449
ENSG00000256426,0,13.47570474,0,0,0,0,0,0,0,0,2.68E-40
ENSG00000163898,0,9.223204916,0,0,0,58.46190915,152.6932474,16.89054795,0,146.6846157,1.22E-24
ENSG00000102057,0,17.33611898,0,5.842418052,11.50472005,0.617987206,225.6104992,17.55314724,2.391327326,0,1.45E-16
ENSG00000253761,0,0,227.8739291,0,0,231.6125641,2582.31094,238.1194601,0,0,135.6734065
ENSG00000224666,0,312.1861565,0,0.373904881,22.6047506,0,9.634297678,0.369277066,0.024495238,0,5.12E-44
ENSG00000179776,0,14.41406195,0,0,0,0,0,0,0,0,0
ENSG00000141968,0,249.8469011,0,1.734469576,0,376.605467,926.570312,72.16001999,9.010680702,58.58440049,176.3025454
ENSG00000234159,0,4.289549201,0,0.364409956,0.58554095,0,11.58675915,0,1.486596747,0,4.60E-23
ENSG00000202534,0,13.18317134,0.967021443,0.181494448,0,0,14.67451408,2.607767116,0.114321066,6.548813878,2.67E-18
ENSG00000230681,0,18.56700284,0,0,0,0,10.43175514,0,0,0,0
ENSG00000235131,0,34.42694209,0,0.38884868,1424.188406,0,0,0,0,0,1.65E-16
ENSG00000132669,0,11.80336556,0,0.22884899,0,0.897430384,0,0,0.178243715,0,9.21E-28
ENSG00000184220,0,20.29422481,0,2.191975488,0,0,466.4151617,0,0,0,584.8257364
ENSG00000207198,0,0.79438834,0,0,0,3.277279516,0,0,15.28851733,0,0
ENSG00000230362,0,0.098208814,0,0,0,0,0,0,0,0,0
ENSG00000232150,0,0.25263301,0,0,0,10.03571057,0,0,0,0,0
ENSG00000222482,0,152.8487528,0,29.124236,0,286.8530196,1727.773894,0,60.8954459,259.558318,2.808829655
ENSG00000229273,0,7.321190598,0,94.87706287,2987.39602,436.8103229,3221.154089,0,0,0,603.8779726
ENSG00000139211,0,34.65319773,0,0,0,0,0,0,0,0,0
ENSG00000178804,0,0,0,0,0,0,0,0,0.277937712,0,3.85E-28
ENSG00000222080,0,55.92918572,0,0.038027099,0,0.973293477,6.381524278,0,0.155416137,0,0.047957204
ENSG00000156049,0,9.569022183,0,0,0,0,0,0,0,0,0
ENSG00000231417,0,37.15900667,0,5.004725248,0,22.73132883,5.905900804,0,0.553002278,0,4.68E-28
ENSG00000252798,0,29.37972467,0,2.687098437,0,32.36657792,118.2115824,33.97992248,0.846789954,0,6.61E-18
ENSG00000208005,0,12.43159537,0,0,76.72787948,0,0,0,0,0,0.001231994
ENSG00000221855,0,2.817895367,0,12.45016964,0,0,0,0,0,0,0
ENSG00000248279,0,13.89989626,0,0,0,0,0,0,0,0,0
ENSG00000232959,0,1.923250871,0,0,0,0,0,0,0,0,0
ENSG00000235811,0,0,0,0,0,1.443434223,44.28352497,0,5.292017795,0,0
ENSG00000178567,1.73668737,11.57067597,0,2.72307325,0,35.59210313,582.7820105,0,1.154339588,28.55122533,3.09E-07
ENSG00000252578,0,7.015523139,0,4.144309195,0,0,212.2743148,0,0,31.06750935,2.56E-05
ENSG00000131153,0,6.890642008,0,7.145641418,0,0,1879.291139,115.5097455,0,0,272.324082
ENSG00000164330,0,108.7117144,0,8.834178639,295.4619998,888.1675127,379.2758992,30.2683314,2.97322614,0,62.79688848
ENSG00000160285,0,80.13651588,0,20.43367066,0,0,784.0741254,0,0.024550248,0.533943787,131.4707715
ENSG00000154822,0,6.045802724,0,0.406070802,0,0,0,0,0,0,8.37E-36
ENSG00000131686,0,1.39950345,0,0,0,0.4407788,0,0,0.044279541,0,5.31E-11
ENSG00000183840,0,0,1.772861722,0,0,0,0,0,0,0,0
ENSG00000136026,0,27.64117745,0,58.85831597,0,136.2907663,0,0,0,0,6.14E-48
ENSG00000218187,0,9.673098572,0,0,0,0,0,0,0,0,0
ENSG00000229120,0.026233013,0.504555242,0,0.377900005,0,0.433951764,6.831182556,5.13954116,0,3.229993518,2.78E-34
ENSG00000234696,0,0.298080042,0,0,0,0,0,0,0,0,5.55E-43
ENSG00000251039,0,0,0,0.039074942,98.75295437,100.467496,102.7039241,0,0.02025479,0,0
ENSG00000250365,0,38.67566548,0,9.810591879,2.991517743,329.9126636,1268.023577,2556.740503,20.56722695,0,314.0680039
ENSG00000235382,0,27.88219134,0,0,0,0,0,0,0,0,2.62E-06
ENSG00000243649,0,20.28996767,1.831668392,0.128841738,0,3.965141319,2.120176086,0,0.056253379,4.174109566,8.08E-50
ENSG00000200681,0,13.69108792,0,0,0,0,0,0,0,0,0
ENSG00000238802,0,0.623654945,0,0,0,0,0,0,0,0,0
ENSG00000169291,0,1.963415175,0,0,0,0,0,0,1.460075947,0,8.55E-36
ENSG00000177045,0,405.634579,0,73.63635724,1.820499427,1.504266683,2193.358548,1.763312188,0.041825261,0,9.902491976
ENSG00000165905,0,3.490490871,0,3.857657465,36.7874734,23.48351877,447.4323299,1320.612329,0.643035612,0,0.000159419
ENSG00000237685,0,76.33585901,0,1.476946886,0,1.883297329,2.99700321,0,0.229499451,0,0.003152684
ENSG00000242045,0,0.509242882,14.74231704,0,0,0,0,0,0,0,0
ENSG00000181938,0,15.73486381,0,2.316954741,0,120.9580059,400.8820283,2258.231137,4.96085443,0,536.7307039
ENSG00000221739,0,25.41359558,0,0,0,0,0,14.62857775,0,0,0
ENSG00000253027,0,132.5452668,0,0.103620302,0,228.5993365,301.5124751,0,1.701940315,0,1.47E-08
ENSG00000207161,0,0.142187702,0,0,0,0,0,0,0,0,0
ENSG00000235688,0,3.395284754,0,0,0,0.261880605,0,0,0,0,0
ENSG00000076344,0,2.524497285,0,0.056319496,0,0,219.7567895,1.233964251,0.026448855,0,1.21E-15
ENSG00000215227,0,0.196099906,0,0,0,0,0,0,0.169398235,0,0
ENSG00000142279,0,2.719829446,0,0.068182765,0,0,0,0,0,0,1.05E-34
ENSG00000226481,0,0,0,0,0,0,3.517861454,0,0,0,0
ENSG00000170632,0,35.39946973,0,2.826520527,0,123.3292913,962.738593,0,0,0,193.5662186
ENSG00000008710,0.088054184,81.49531011,0,20.07766668,0,33.00521873,3279.545615,1.74549938,0,0,4.16E-31
ENSG00000082556,0,1.171105149,0,0,0,0,0,33.23093067,0,0,0
ENSG00000221767,0,22.9880021,183.5124823,3.466690146,3.069344757,175.7703111,379.6675564,0.659583208,6.832587407,0,0.026956291
ENSG00000215897,0,3.310229787,0,0,0,0,7.70051747,0,0,0,3.68E-26
ENSG00000213341,0,37.23031304,0,2.087512647,0,130.3118716,0,0,1.477952516,0,70.76982385
ENSG00000229563,0,52.95182911,0,0,0,0,0,0,0,0,0
ENSG00000184156,0,47.31238021,0,2.178667638,0,0,0,0,1.074342201,0,0
ENSG00000236106,0,1.689960554,0,36.81069146,0,0,0,0,0,0,0
ENSG00000171824,0,11.46209198,0,13.88622201,120.0955436,0,0,0,0,0,2343.392495
ENSG00000229067,0,0.789616301,0,0,0,1.352803293,0,0,0,2.326567051,0
ENSG00000241134,0,50.09443489,0.804598799,0,0,0,0,38.71219471,0,0,0
ENSG00000051341,0,58.97944886,0,0,0,97.431463,328.9752805,0,4.700774166,0,128.4729838
ENSG00000126785,0,0.063925745,0,0,0,0,0,0,0,0,0
ENSG00000241013,0,6.076664586,0,0,0,834.2614192,1496.867746,0,0,0,1.80E-32
ENSG00000206805,0,14.63758543,0,5.947633644,0,102.8658664,92.28855835,0,3.383010853,4.719260939,7.62E-21
ENSG00000254309,0,1.682069768,0,0,0,0,0,0,0,0,0
ENSG00000255463,0,3.329556034,0,0,0,31.7292006,25.17608574,16.59286805,0.086298665,0,3.04E-27
ENSG00000251728,0,0.466899482,0,0,0,0,0,0,0,0,0
ENSG00000130700,0,69.03400887,0,0,0,0,1.473310291,0.579356043,0,0,2.07E-43
ENSG00000100196,0,25.09942722,400.799832,5.393801751,0,0,248.4034174,0,0,0,1.28E-09
ENSG00000110987,0,6.174555335,0,6.199166238,0,4.446561252,17.05513286,1.650536416,0.028957439,2.520952395,0.008122629
ENSG00000114480,0,29.03571516,129.7668047,9.526743224,0,524.01417,850.2515774,1537.605962,30.54021853,0,1486.115706
ENSG00000251601,0,4.749292637,0,2.204926634,0,0,0,0,0,0,0
ENSG00000228013,0,53.57971742,0,12.37211186,0,0,202.6984831,264.7385539,2.632748956,0,1.216145222
ENSG00000214988,0,0.47508627,0,0,0,0,0,0,0,0,1.15E-27
ENSG00000223965,0,0.631258686,0,0,0,0,0,0,0,0,0
ENSG00000130270,0,164.9023589,0,10.02890331,0,0,315.1341727,0,6.042225324,0,2.786860783
ENSG00000249054,0,17.11942059,0,0,4.205739143,164.9637409,973.0047187,0,0,0,0
ENSG00000226553,0,3.243336726,0,0,0,0,0,0,0,0,0
ENSG00000252488,0,0,0,0,0,1.484265877,0,0,0,0,0
ENSG00000132185,0,0.706157014,0,0.437104245,5.508559962,241.0140155,120.3100894,1.413641936,0.283988175,0,510.7912501
ENSG00000214226,0,16.48528564,0,12.70080495,0,45.34647987,140.405478,0,0,0,5.12E-05
ENSG00000170214,0,61.56047286,0,0,0,0,0,0,0,0,26.75882403
ENSG00000254499,0,0,0,0,0,0,0,0,0,52.78913462,0
ENSG00000125633,0,39.96540401,0,33.8502173,0,0,0,0,0,244.3938293,0
ENSG00000251095,0,10.18314996,0,0,0,0,0,0,0,0,0
ENSG00000182359,6.4603641,44.4526452,103.182017,6.08884211,0,147.4813448,2275.680087,14.19564204,11.22852168,0,99.36311807
